代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),22Q1 業外 損益 (億),22Q2 業外 損益 (億),22Q3 業外 損益 (億),22Q4 業外 損益 (億),23Q1 業外 損益 (億),23Q2 業外 損益 (億),23Q3 業外 損益 (億),23Q4 業外 損益 (億),24Q1 業外 損益 (億),24Q2 業外 損益 (億),24Q3 業外 損益 (億),24Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億),19Q2 業外 損益 (億),19Q3 業外 損益 (億),19Q4 業外 損益 (億),季度,14Q1 業外 損益 (億),14Q2 業外 損益 (億),14Q3 業外 損益 (億),14Q4 業外 損益 (億),15Q1 業外 損益 (億),15Q2 業外 損益 (億),15Q3 業外 損益 (億),15Q4 業外 損益 (億),16Q1 業外 損益 (億),16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億)
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億),19Q2 業外 損益 (億),19Q3 業外 損益 (億),19Q4 業外 損益 (億),2019Q4,,,,,,,,,,,,
3545,敦泰,62.6,+1.7,+2.79,-1.36,,,,,,,,,,,,,-0.27,0.29,0.22,0.18,0.21,0.67,0.38,-19.5,0.3,0.32,0.56,0.43,2019Q4,,,,,,,,,,,,
3557,嘉威,46.65,-0.7,-1.48,0.03,,,,,,,,,,,,,-0.13,0.03,0,-0.18,-0.03,0.09,0.12,0.42,0.04,0.07,-0.03,-0.09,2019Q4,,,,,,,,,,,,
3563,牧德,390,-0.5,-0.13,0,,,,,,,,,,,,,-0.12,0.03,0,-0.1,-0.07,0.37,0,0.08,0.11,0.06,-0.02,-0.33,2019Q4,,,,,,,,,,,,
3583,辛耘,250.5,+1.5,+0.6,0.04,,,,,,,,,,,,,-0.21,0.1,-0.04,0.19,-0.22,0.46,-0.05,0.08,0.04,0.1,0.09,-0.07,2019Q4,,,,,,,,,,,,
3588,通嘉,48.05,+1.65,+3.56,0.02,,,,,,,,,,,,,-0.04,0.01,0.02,0,0.04,0.09,0.01,0.04,0.03,0.03,0.02,-0.03,2019Q4,,,,,,,,,,,,
3591,艾笛森,18.3,-0.1,-0.54,-0.27,,,,,,,,,,,,,-0.07,0,-0.38,-0.78,-0.04,0.23,0.11,0.05,-0.03,0.13,0.09,-2.51,2019Q4,,,,,,,,,,,,
3592,瑞鼎,324,-1.5,-0.46,-0.07,,,,,,,,,,,,,,,,,,,,,,,,-0.07,2019Q4,,,,,,,,,,,,
3596,智易,213,-6,-2.74,-0.01,,,,,,,,,,,,,-1.86,-0.02,0.6,-0.02,0.82,0.09,-0.12,0.67,0.39,0.12,-0.18,-0.58,2019Q4,,,,,,,,,,,,
3605,宏致,48.35,+0.45,+0.94,0.22,,,,,,,,,,,,,-0.27,0.16,0.58,0.12,-0.58,0.76,0.63,0.36,0.43,0.36,0.3,-0.21,2019Q4,,,,,,,,,,,,
3607,谷崧,14.6,0,0,0.01,,,,,,,,,,,,,-0.34,0.04,-0.02,-0.58,-0.47,0.52,0.41,-0.89,-0.08,4.23,0.1,-2.75,2019Q4,,,,,,,,,,,,
3617,碩天,260,0,0,0,,,,,,,,,,,,,-1.22,0.33,0.06,-0.38,-0.64,1.3,0.4,0.51,0.04,0.4,0.13,-0.97,2019Q4,,,,,,,,,,,,
3622,洋華,48.15,0,0,0.43,,,,,,,,,,,,,-0.61,0.31,0.72,0.22,0.06,0.7,1.36,0.4,0.26,0.31,1.4,0.06,2019Q4,,,,,,,,,,,,
3645,達邁,50.3,-0.6,-1.18,-0.01,,,,,,,,,,,,,-0.16,0.07,-0.03,-0.1,-0.13,0.24,0.03,0.05,-0.01,-0.01,-0.04,-0.08,2019Q4,,,,,,,,,,,,
3652,精聯,29.35,+0.55,+1.91,0.01,,,,,,,,,,,,,0.01,0,0.05,-0.01,0,0,0,0,0.03,0.02,0,0.06,2019Q4,,,,,,,,,,,,
3653,健策,940,+32,+3.52,0.01,,,,,,,,,,,,,-1.11,0.14,0.1,-0.2,-0.41,1.05,0.33,0.1,0.21,0.39,0.05,-0.56,2019Q4,,,,,,,,,,,,
3661,世芯-KY,2215,+45,+2.07,0.12,,,,,,,,,,,,,0.1,0.16,0.08,0.05,0.17,-0.38,0.1,0.24,0.06,0.17,0.4,0.29,2019Q4,,,,,,,,,,,,
3665,貿聯-KY,496.5,+10.5,+2.16,-0.03,,,,,,,,,,,,,-0.12,-0.22,-0.02,0.06,-0.71,0.47,0.43,0.5,-0.42,0.4,0.92,-1.66,2019Q4,,,,,,,,,,,,
3669,圓展,34.15,-0.9,-2.57,0.03,,,,,,,,,,,,,-0.01,0.09,0.02,0.01,0.03,0.04,0.03,0.07,-0.01,0.11,0.02,0.01,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億),19Q2 業外 損益 (億),19Q3 業外 損益 (億),19Q4 業外 損益 (億),2019Q4,,,,,,,,,,,,
3673,TPK-KY,30.4,0,0,1.85,,,,,,,,,,,,,6.21,0.85,-1.78,1.37,0.22,4.13,1.78,2.83,1.09,1.52,0.9,3.05,2019Q4,,,,,,,,,,,,
3679,新至陞,131.5,+0.5,+0.38,0.07,,,,,,,,,,,,,-0.25,-0.12,-0.29,-0.32,-0.77,1.42,0.51,0.26,-0.12,0.34,0.75,-0.51,2019Q4,,,,,,,,,,,,
3694,海華,43.65,-0.6,-1.36,-0.05,,,,,,,,,,,,,-0.22,0.14,0.15,-0.04,0.2,-0.22,0.03,-0.14,-0.17,-0.04,-0.03,-0.26,2019Q4,,,,,,,,,,,,
3701,大眾控,28.75,+0.15,+0.52,1.39,,,,,,,,,,,,,3.1,1.03,0.18,0.75,1.62,5.32,0.37,3.2,0.19,0.27,0.73,-0.06,2019Q4,,,,,,,,,,,,
3702,大聯大,64.6,-0.6,-0.92,-3.31,,,,,,,,,,,,,-0.01,-1.3,-2.68,-6.74,-0.61,-0.42,-6.7,-6.03,-4.09,-3.88,-3.31,-3.97,2019Q4,,,,,,,,,,,,
3703,欣陸,24.35,-0.3,-1.22,-0.97,,,,,,,,,,,,,2.05,5.13,4.16,-14.1,-1.56,1.66,3.13,-5.11,3.12,-1.11,-6.52,-2.51,2019Q4,,,,,,,,,,,,
3704,合勤控,30.45,+0.2,+0.66,-0.15,,,,,,,,,,,,,-1.54,0.58,0.21,-0.18,-0.35,0.64,0.51,0.43,-0.13,0.16,-2.22,0.06,2019Q4,,,,,,,,,,,,
3705,永信,66.1,-0.6,-0.9,0.29,,,,,,,,,,,,,0.15,0.48,0.04,0.31,0.29,0.54,0.18,0.3,0.25,0.38,-0.1,0.67,2019Q4,,,,,,,,,,,,
3706,神達,50.3,-0.9,-1.76,6.57,,,,,,,,,,,,,3.81,5.12,6.6,6.09,12.2,5.76,7.53,5.89,4.52,5.57,8.06,7.68,2019Q4,,,,,,,,,,,,
3708,上緯投控,70.4,-0.1,-0.14,0.34,,,,,,,,,,,,,0.24,0.97,-0.09,0,-0.11,0.2,-0.26,-0.18,-0.13,3.81,-0.37,0.01,2019Q4,,,,,,,,,,,,
3711,日月光投控,129.5,-4,-3,11.2,,,,,,,,,,,,,,61.7,7.46,1.72,-5.4,75.3,-2.55,-13.4,3.42,2.81,-6.64,-1.23,2019Q4,,,,,,,,,,,,
3712,永崴投控,45,+0.3,+0.67,0.41,,,,,,,,,,,,,,,,0.48,0.13,0.12,-0.1,0,0.2,0.43,1.54,0.89,2019Q4,,,,,,,,,,,,
3715,定穎投控,39.9,-0.6,-1.48,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
3716,中化控股,34.7,-0.05,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
4104,佳醫,88.5,+0.5,+0.57,0.5,,,,,,,,,,,,,0.26,0.21,0.15,0.39,0.22,0.74,0.6,0.54,0.58,0.71,0.87,0.66,2019Q4,,,,,,,,,,,,
4106,雃博,21.25,+0.05,+0.24,0.01,,,,,,,,,,,,,-0.04,-0.03,0.02,0.06,0,0.06,0.09,-0.02,0.04,0,-0.02,-0.03,2019Q4,,,,,,,,,,,,
4119,旭富,70.3,-0.9,-1.26,0.04,,,,,,,,,,,,,-0.03,0.03,0.01,0,-0.07,0.26,0.06,0.04,0.1,0.13,0.08,-0.18,2019Q4,,,,,,,,,,,,
4133,亞諾法,25.35,+0.2,+0.8,0.02,,,,,,,,,,,,,-0.05,0.08,0.01,0.09,0.03,0.05,0.03,0.05,0.01,0.02,0,-0.04,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億),19Q2 業外 損益 (億),19Q3 業外 損益 (億),19Q4 業外 損益 (億),2019Q4,,,,,,,,,,,,
4137,麗豐-KY,107.5,0,0,0.26,,,,,,,,,,,,,-0.37,0.32,0.11,0.11,1.03,0.03,0.17,-0.18,1.11,0.06,0.18,0.58,2019Q4,,,,,,,,,,,,
4148,全宇生技-KY,38.8,-0.2,-0.51,0.06,,,,,,,,,,,,,0.01,0.08,0.01,-0.09,-0.06,0.18,0.19,0.1,-0.02,0.14,0.15,0.04,2019Q4,,,,,,,,,,,,
4155,訊映,17.5,+0.15,+0.86,0.11,,,,,,,,,,,,,-0.03,0.13,0.11,0.12,0.15,0.29,0.12,0.08,0.11,0.05,0.2,-0.04,2019Q4,,,,,,,,,,,,
4164,承業醫,43.9,+0.4,+0.92,-0.44,,,,,,,,,,,,,-0.23,-0.18,-0.37,-3.01,-0.26,-0.05,-0.34,-0.26,0,-0.24,-0.02,-0.27,2019Q4,,,,,,,,,,,,
4306,炎洲,15.9,0,0,-0.43,,,,,,,,,,,,,-1.67,1.37,0.39,-0.78,1.45,-1.45,-1.25,3.45,1.3,-0.32,-0.58,-7.06,2019Q4,,,,,,,,,,,,
4414,如興,3.33,0,0,-1.99,,,,,,,,,,,,,-0.37,-0.04,-1.4,-0.88,-1.03,-0.56,-0.69,-11.8,1.54,2.34,-0.47,-10.5,2019Q4,,,,,,,,,,,,
4438,廣越,81,-1,-1.22,0.03,,,,,,,,,,,,,-0.14,0.08,0.42,-0.07,-0.14,-0.27,-0.06,0.56,0.16,-0.13,0.2,-0.2,2019Q4,,,,,,,,,,,,
4439,冠星-KY,80.3,-2.8,-3.37,-0.05,,,,,,,,,,,,,,,,,,,0.31,-0.3,-0.15,0.1,0.01,-0.25,2019Q4,,,,,,,,,,,,
4440,宜新實業,19,0,0,-0.04,,,,,,,,,,,,,,,,,,,,,,-0.02,,-0.05,2019Q4,,,,,,,,,,,,
4532,瑞智,25.8,+0.25,+0.98,-0.1,,,,,,,,,,,,,0.04,0.02,0.01,0.03,0.07,-0.16,-0.64,0.02,0.25,-0.29,-0.48,-0.13,2019Q4,,,,,,,,,,,,
4536,拓凱,173,+1.5,+0.87,0.11,,,,,,,,,,,,,-0.71,0.29,-0.08,0.01,-1.09,2.29,0.54,-0.15,0.06,0.99,-0.25,-0.58,2019Q4,,,,,,,,,,,,
4545,銘鈺,30.85,+0.05,+0.16,-0.1,,,,,,,,,,,,,-0.53,-0.14,-0.09,-0.15,-0.13,0.33,0.05,-0.06,-0.03,-0.01,-0.01,-0.41,2019Q4,,,,,,,,,,,,
4551,智伸科,91.3,-0.6,-0.65,-0.16,,,,,,,,,,,,,-0.57,0,0.01,0.07,-0.11,-0.31,-0.52,0.01,0.28,-0.25,-0.28,-0.24,2019Q4,,,,,,,,,,,,
4552,力達-KY,19.9,0,0,-0.02,,,,,,,,,,,,,-0.12,-0.02,0.08,0.1,-0.21,-0.26,0.39,-0.45,-0.01,0.14,0.03,0.06,2019Q4,,,,,,,,,,,,
4557,永新-KY,103,+0.5,+0.49,0.03,,,,,,,,,,,,,-0.04,0.02,0.04,-0.07,-0.16,0.27,0.23,-0.1,-0.13,0.12,0.19,-0.06,2019Q4,,,,,,,,,,,,
4560,強信-KY,32.4,+0.2,+0.62,0.05,,,,,,,,,,,,,-0.03,0.12,-0.04,-0.02,-0.1,0.14,0.01,0,-0.01,0.08,0.09,0.35,2019Q4,,,,,,,,,,,,
4566,時碩工業,54.9,-1,-1.79,0.24,,,,,,,,,,,,,-0.23,0.49,0.15,0.03,0.62,0.61,0.22,0.25,0.16,0.52,0.27,-0.16,2019Q4,,,,,,,,,,,,
4569,六方科-KY,132,+2,+1.54,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億),19Q2 業外 損益 (億),19Q3 業外 損益 (億),19Q4 業外 損益 (億),2019Q4,,,,,,,,,,,,
4571,鈞興-KY,139,-0.5,-0.36,0.07,,,,,,,,,,,,,,,,,,0.1,0.22,-0.03,-0.06,0.13,0.15,-0.03,2019Q4,,,,,,,,,,,,
4572,駐龍,171,-6.5,-3.66,0,,,,,,,,,,,,,,-0.09,0.01,-0.08,-0.09,0.24,0.01,0.06,0.02,0.07,0,-0.11,2019Q4,,,,,,,,,,,,
4576,大銀微系統,105,+0.5,+0.48,0.02,,,,,,,,,,,,,,-0.18,0,-0.13,0.01,0.13,0,0.11,-0.04,0.31,-0.03,0.02,2019Q4,,,,,,,,,,,,
4581,光隆精密-KY,50.2,-1.3,-2.52,0.06,,,,,,,,,,,,,,,,-0.03,,,0.17,0.11,-0.04,0.02,0.05,0.11,2019Q4,,,,,,,,,,,,
4583,台灣精銳,597,+31,+5.48,0.01,,,,,,,,,,,,,,,,,,,,,,,,0.01,2019Q4,,,,,,,,,,,,
4588,玖鼎電力,66.5,-1.2,-1.77,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
4720,德淵,16.1,-0.4,-2.42,0.04,,,,,,,,,,,,,-0.2,0.12,0.06,0,0.07,0.05,-0.01,0.16,0.14,0.05,-0.05,0.1,2019Q4,,,,,,,,,,,,
4722,國精化,54.1,+0.3,+0.56,0.05,,,,,,,,,,,,,-0.16,0.1,0.22,-0.1,0.07,0.21,0.11,0.08,0.06,0.04,0.04,-0.09,2019Q4,,,,,,,,,,,,
4736,泰博,132,-0.5,-0.38,0.1,,,,,,,,,,,,,-0.91,0.56,0.21,-0.08,-0.14,0.85,0.04,0.37,0.18,0.28,-0.24,0.1,2019Q4,,,,,,,,,,,,
4739,康普,45.25,-0.65,-1.42,-0.03,,,,,,,,,,,,,-0.09,0.12,0.08,-0.14,0.18,0,-0.24,-0.12,0.04,0,-0.02,-0.15,2019Q4,,,,,,,,,,,,
4746,台耀,58.8,-0.2,-0.34,-0.04,,,,,,,,,,,,,-0.59,0.14,-0.04,-0.18,1.37,0.21,-1.32,0.61,1.01,-0.97,0.88,-1.57,2019Q4,,,,,,,,,,,,
4755,三福化,100.5,+0.9,+0.9,0.1,,,,,,,,,,,,,-0.06,0.08,0.15,-0.16,0.05,0.25,0.14,0.37,0.23,0.19,-0.16,0.13,2019Q4,,,,,,,,,,,,
4763,材料-KY,820,-2,-0.24,0,,,,,,,,,,,,,-0.02,-0.13,-0.36,0.12,0.36,0.18,-0.08,0.02,0.11,-0.37,0.12,0.01,2019Q4,,,,,,,,,,,,
4766,南寶,332,+8.5,+2.63,0.18,,,,,,,,,,,,,-0.33,0.01,0.13,-0.14,-0.24,1.69,-0.17,0.07,0.01,0.8,0.48,-0.18,2019Q4,,,,,,,,,,,,
4770,上品,233,-1.5,-0.64,0.02,,,,,,,,,,,,,,,,,,,,,,0.29,,-0.25,2019Q4,,,,,,,,,,,,
4771,望隼,179.5,-0.5,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
4904,遠傳,86.8,-1.6,-1.81,-2.06,,,,,,,,,,,,,-3.34,-2.48,-2.67,-2.05,-1.6,-2.06,0.36,-1.74,-2.06,-2.39,-1.68,-3.01,2019Q4,,,,,,,,,,,,
4906,正文,26.8,+0.3,+1.13,0.57,,,,,,,,,,,,,0.13,0.27,2.98,0.31,1.16,0.49,-0.16,-0.62,1.72,0.7,0.6,-0.71,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億),19Q2 業外 損益 (億),19Q3 業外 損益 (億),19Q4 業外 損益 (億),2019Q4,,,,,,,,,,,,
4912,聯德控股-KY,83.8,-0.7,-0.83,-0.06,,,,,,,,,,,,,0.15,0.08,0.16,0.15,0.35,-0.59,-0.29,-0.11,-0.15,-0.17,-0.18,-0.07,2019Q4,,,,,,,,,,,,
4915,致伸,72,-1.1,-1.5,1.02,,,,,,,,,,,,,0.56,0.88,2.92,2.11,2.08,0.47,1.07,0.6,1.56,0.92,-0.45,-0.52,2019Q4,,,,,,,,,,,,
4916,事欣科,37.35,-1.35,-3.49,0.23,,,,,,,,,,,,,-0.23,0.97,0.1,-0.17,-0.02,0.19,-0.31,0,0.45,-0.07,2,-0.07,2019Q4,,,,,,,,,,,,
4919,新唐,67.1,0,0,0.21,,,,,,,,,,,,,0.02,0.6,0.19,0.04,0.03,0.76,0.01,0.03,0.02,0.72,0.02,0.07,2019Q4,,,,,,,,,,,,
4930,燦星網,25.7,+0.3,+1.18,0.57,,,,,,,,,,,,,0.1,-0.65,-0.16,3.81,0.22,0.34,0.67,-0.13,2.87,0.09,-0.13,-0.23,2019Q4,,,,,,,,,,,,
4935,茂林-KY,44.05,+0.45,+1.03,0.07,,,,,,,,,,,,,-0.08,0.03,-0.01,-0.01,-0.11,0.42,0.32,0.05,-0.05,0.11,0.27,-0.06,2019Q4,,,,,,,,,,,,
4938,和碩,78.7,-0.2,-0.25,10.9,,,,,,,,,,,,,-4.69,4.79,5.55,8.49,1.37,16,0.33,13.5,13.1,13,24.1,35.4,2019Q4,,,,,,,,,,,,
4942,嘉彰,38.45,0,0,0.19,,,,,,,,,,,,,-0.11,-0.13,-0.34,0.14,-0.55,1.49,0.86,-0.34,-0.08,0.89,0.59,-0.19,2019Q4,,,,,,,,,,,,
4952,凌通,40.7,-0.5,-1.21,0.04,,,,,,,,,,,,,-0.08,0.04,0.01,0.03,0.01,0.11,0.04,0.07,0.04,0.03,0.13,0.03,2019Q4,,,,,,,,,,,,
4958,臻鼎-KY,91.9,-2.5,-2.65,-0.16,,,,,,,,,,,,,-1.76,1.24,-0.57,-0.55,-4.69,1.64,3.19,-1.93,-1.49,6.67,6.13,-9.81,2019Q4,,,,,,,,,,,,
4961,天鈺,206,+8,+4.04,0,,,,,,,,,,,,,,0.05,-0.01,0.06,-0.11,-0.01,-0.17,0.14,0.16,0.03,0.05,-0.14,2019Q4,,,,,,,,,,,,
4967,十銓,75.6,-0.4,-0.53,0.01,,,,,,,,,,,,,,-0.12,0.01,-0.07,0.03,0.19,0.04,0.05,0.05,0.04,0.03,-0.16,2019Q4,,,,,,,,,,,,
4968,立積,135.5,+1,+0.74,-0.08,,,,,,,,,,,,,-1.07,0.03,0,-0.05,-0.06,0.13,0.05,0.01,0,0.02,0,-0.01,2019Q4,,,,,,,,,,,,
4977,眾達-KY,88.9,+0.5,+0.57,-0.08,,,,,,,,,,,,,0.03,0.19,-0.97,0.44,0.65,-0.37,-0.05,-0.15,0.05,-0.17,-0.56,-0.01,2019Q4,,,,,,,,,,,,
4994,傳奇,95.7,-1.3,-1.34,0,,,,,,,,,,,,,-0.02,0.03,0.03,0.01,0.02,0.04,-0.19,0.02,0.07,0.06,0.06,-0.14,2019Q4,,,,,,,,,,,,
4999,鑫禾,25.35,+0.1,+0.4,-0.03,,,,,,,,,,,,,-0.6,0.03,-0.15,-0.24,-0.51,0.84,0.36,0.32,0.07,0.21,0,-0.64,2019Q4,,,,,,,,,,,,
5007,三星,52.7,0,0,0.12,,,,,,,,,,,,,0,0.25,0.22,0.13,0.01,0.2,0.13,0.11,0.08,0.26,0.05,0.02,2019Q4,,,,,,,,,,,,
5203,訊連,94.2,-0.2,-0.21,0.01,,,,,,,,,,,,,-1.04,-0.53,-0.26,-0.39,-0.55,0.58,0.02,0.15,0.23,0.32,1.33,0.29,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億),19Q2 業外 損益 (億),19Q3 業外 損益 (億),19Q4 業外 損益 (億),2019Q4,,,,,,,,,,,,
5215,科嘉-KY,37.95,-0.05,-0.13,0.01,,,,,,,,,,,,,-0.28,-0.05,-0.07,-0.05,-0.19,0.53,0.22,0.01,-0.05,0.18,0.24,-0.33,2019Q4,,,,,,,,,,,,
5222,全訊,106,-0.5,-0.47,-0.06,,,,,,,,,,,,,,,,,,-0.04,,,-0.01,-0.05,,-0.14,2019Q4,,,,,,,,,,,,
5225,東科-KY,87.2,-1.3,-1.47,0.19,,,,,,,,,,,,,0.43,-0.06,0.16,1.1,-0.26,0.15,0.45,0.05,-0.3,0.12,0.61,-0.2,2019Q4,,,,,,,,,,,,
5234,達興材料,160.5,+3,+1.9,0.01,,,,,,,,,,,,,-0.07,0.02,0.01,-0.01,-0.02,0.09,0.02,0.04,0.02,0.05,0.01,-0.08,2019Q4,,,,,,,,,,,,
5243,乙盛-KY,42.9,+0.85,+2.02,-0.01,,,,,,,,,,,,,-0.16,-0.15,-0.23,-0.27,-0.25,0.49,0.38,-0.01,-0.12,-0.03,0.36,-0.13,2019Q4,,,,,,,,,,,,
5244,弘凱,39.35,-0.5,-1.25,0.16,,,,,,,,,,,,,,,,,,,,,,,,0.16,2019Q4,,,,,,,,,,,,
5258,虹堡,64.3,+0.3,+0.47,0.01,,,,,,,,,,,,,-0.43,0.12,-0.05,-0.04,-0.06,0.4,-0.14,0.19,-0.06,0.2,-0.05,0.06,2019Q4,,,,,,,,,,,,
5269,祥碩,1620,+125,+8.36,-0.18,,,,,,,,,,,,,-0.29,-2.15,0.06,-0.1,-0.13,0.42,-0.01,0.16,0.11,0.1,-0.02,-0.27,2019Q4,,,,,,,,,,,,
5283,禾聯碩,85,-2,-2.3,0.09,,,,,,,,,,,,,,0.12,0.09,0.01,0.02,0.33,0.16,0.04,0.09,-0.03,0.14,0.07,2019Q4,,,,,,,,,,,,
5284,jpp-KY,126,+2,+1.61,-0.02,,,,,,,,,,,,,-0.1,0.31,-0.07,-0.05,-0.12,0.16,-0.04,-0.03,-0.02,-0.15,-0.03,-0.1,2019Q4,,,,,,,,,,,,
5285,界霖,43.1,-0.6,-1.37,-0.05,,,,,,,,,,,,,-0.22,0.06,-0.06,-0.18,-0.09,0.03,0.03,0.03,-0.09,0.07,0.05,-0.27,2019Q4,,,,,,,,,,,,
5288,豐祥-KY,147,+2.5,+1.73,0.3,,,,,,,,,,,,,0.02,0.32,0.22,0.52,0.14,0.45,0.32,0.55,0.22,0.25,0.22,0.36,2019Q4,,,,,,,,,,,,
5292,華懋,137,+0.5,+0.37,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
5306,桂盟,93.4,-1.7,-1.79,0.03,,,,,,,,,,,,,-0.35,0.07,0.07,-0.12,-0.18,0.52,0.15,-0.16,0,0.13,0.39,-0.13,2019Q4,,,,,,,,,,,,
5388,中磊,97.7,+0.4,+0.41,0.39,,,,,,,,,,,,,0.15,0.08,0.15,0.12,0.26,1.21,-0.25,0.08,0.64,-0.08,0.43,1.92,2019Q4,,,,,,,,,,,,
5434,崇越,238,+0.5,+0.21,0.62,,,,,,,,,,,,,0.43,0.51,0.81,-0.71,0.38,1.2,0.62,0.54,0.98,1.07,0.91,0.68,2019Q4,,,,,,,,,,,,
5469,瀚宇博,45.2,0,0,0.96,,,,,,,,,,,,,-0.16,0.36,0.37,0.14,-0.51,0.92,2.48,-0.07,0.76,-0.19,7.42,0.02,2019Q4,,,,,,,,,,,,
5471,松翰,34.15,-0.15,-0.44,0.13,,,,,,,,,,,,,-0.18,0.16,0.08,0,0.15,0.42,0.55,0.08,0.21,0.09,0.07,-0.03,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億),19Q2 業外 損益 (億),19Q3 業外 損益 (億),19Q4 業外 損益 (億),2019Q4,,,,,,,,,,,,
5515,建國,28.4,0,0,0.13,,,,,,,,,,,,,-0.23,0.13,0.38,0.17,0.05,-0.09,-0.02,0.21,0.51,0.08,0.24,0.19,2019Q4,,,,,,,,,,,,
5519,隆大,33,-0.25,-0.75,0.09,,,,,,,,,,,,,0,0.22,0,0.53,0,0.07,0.04,0.02,-0.03,0.06,0.09,0.01,2019Q4,,,,,,,,,,,,
5521,工信,11.2,-0.2,-1.75,0,,,,,,,,,,,,,-0.04,-0.1,0.02,-0.06,0.35,-0.07,-0.01,0,-0.1,-0.08,0.12,-0.02,2019Q4,,,,,,,,,,,,
5522,遠雄,62.7,-0.6,-0.95,-0.45,,,,,,,,,,,,,-4.06,1.21,1.41,0.55,1.72,-0.72,-0.92,-1.8,-0.28,0.01,-0.99,-1.5,2019Q4,,,,,,,,,,,,
5525,順天,30.2,+0.2,+0.67,-0.01,,,,,,,,,,,,,-0.02,-0.02,0,-0.01,0.02,0.01,0.14,-0.14,-0.09,-0.1,0.1,-0.04,2019Q4,,,,,,,,,,,,
5533,皇鼎,17.4,+0.2,+1.16,-0.22,,,,,,,,,,,,,-0.23,-0.35,-0.33,-0.28,-0.24,-0.25,-0.13,-0.27,-0.21,-0.14,-0.06,-0.14,2019Q4,,,,,,,,,,,,
5534,長虹,84.7,+2,+2.42,0.91,,,,,,,,,,,,,1.85,2.03,1.03,1.09,0.61,0.16,0.52,0.99,0.32,0.88,0.01,1.37,2019Q4,,,,,,,,,,,,
