代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億),19Q2 營益 (億),19Q3 營益 (億),19Q4 營益 (億),季度,14Q1 營益 (億),14Q2 營益 (億),14Q3 營益 (億),14Q4 營益 (億),15Q1 營益 (億),15Q2 營益 (億),15Q3 營益 (億),15Q4 營益 (億),16Q1 營益 (億),16Q2 營益 (億),16Q3 營益 (億),16Q4 營益 (億)
5439,高技,135,-2,-1.46,0.71,,,,,,,,,,,,,0.61,0.64,0.65,0.57,0.67,0.76,0.9,0.92,0.69,0.74,0.66,0.75,2019Q4,,,,,,,,,,,,
5443,均豪,63.6,-0.9,-1.4,1.05,,,,,,,,,,,,,0.95,1.01,0.98,1.72,1.34,1.61,0.9,0.48,-0.68,1.07,1.96,1.24,2019Q4,,,,,,,,,,,,
5450,南良,15,+0.2,+1.35,0.24,,,,,,,,,,,,,-0.03,0.06,0.05,0.14,0,0.32,0.45,0.41,0.25,0.54,0.31,0.39,2019Q4,,,,,,,,,,,,
5452,佶優,27.4,+1.05,+3.98,0.17,,,,,,,,,,,,,0.38,0.29,0.2,-0.09,0.11,-0.01,0.05,0.01,0.05,0.34,0.27,0.42,2019Q4,,,,,,,,,,,,
5455,昇益,38,+0.1,+0.26,0.21,,,,,,,,,,,,,-0.06,-0.02,-0.18,-0.18,-0.11,-0.11,-0.09,1.22,-0.08,-0.06,2.21,-0.05,2019Q4,,,,,,,,,,,,
5457,宣德,39.25,+0.5,+1.29,1.02,,,,,,,,,,,,,-0.01,0.25,0.23,0.07,-0.4,0.3,2.11,1.22,0.18,0.83,3.22,4.24,2019Q4,,,,,,,,,,,,
5460,同協,12.6,+0.1,+0.8,0.13,,,,,,,,,,,,,0.2,0.17,0.04,0.07,0.03,0.08,0.05,0.21,0.09,0.13,0.3,0.23,2019Q4,,,,,,,,,,,,
5464,霖宏,23.05,-0.4,-1.71,0.05,,,,,,,,,,,,,0.07,-0.08,0.25,0.14,0.05,0.11,0.25,0.17,0.06,0.03,-0.12,-0.27,2019Q4,,,,,,,,,,,,
5465,富驊,31.3,+0.05,+0.16,0.31,,,,,,,,,,,,,0.43,0.37,0.52,0.22,-0.04,0.44,0.17,0.21,0.08,0.05,0.34,0.9,2019Q4,,,,,,,,,,,,
5474,聰泰,133,-2.5,-1.85,0.72,,,,,,,,,,,,,0.44,0.39,0.5,0.96,0.61,0.69,0.91,0.81,0.59,0.99,0.67,1.03,2019Q4,,,,,,,,,,,,
5478,智冠,101,0,0,1.46,,,,,,,,,,,,,2.41,0.58,0.99,0.13,1.54,0.52,0.86,2.93,2.13,1.63,1.97,1.85,2019Q4,,,,,,,,,,,,
5483,中美晶,102,+2,+2,27.5,,,,,,,,,,,,,6.47,13,20.9,22.8,33.3,34.1,38.8,25.7,50.6,6.22,40.8,37.5,2019Q4,,,,,,,,,,,,
5488,松普,8.5,+0.07,+0.83,0,,,,,,,,,,,,,0.17,0.04,0.09,0,0.03,0.13,-0.16,0.14,-0.11,-0.04,-0.12,-0.17,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),,,,,,,,,,,,,17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億),19Q2 營益 (億),19Q3 營益 (億),19Q4 營益 (億),2019Q4,,,,,,,,,,,,
5489,彩富,44.85,-4.95,-9.94,0.64,,,,,,,,,,,,,0.9,0.57,0.93,0.47,0.54,0.58,0.73,0.63,0.39,0.42,0.73,0.79,2019Q4,,,,,,,,,,,,
5490,同亨,21.75,+0.25,+1.16,0.43,,,,,,,,,,,,,0.61,0.81,-0.2,0.09,-0.77,0.03,0.93,0.26,-0.01,0.24,0.74,2.4,2019Q4,,,,,,,,,,,,
5493,三聯,66,-0.2,-0.3,0.47,,,,,,,,,,,,,0.3,0.32,0.66,0.64,0.39,0.51,0.46,0.64,0.49,0.46,0.56,0.26,2019Q4,,,,,,,,,,,,
5498,凱崴,8.69,-0.15,-1.7,0.08,,,,,,,,,,,,,-0.08,0.03,0.12,0.13,0.06,0.15,0.05,0.06,-0.01,0.11,0.21,0.18,2019Q4,,,,,,,,,,,,
5508,永信建,130,+1,+0.78,1.53,,,,,,,,,,,,,1.3,2,1.74,1.64,1.98,2.12,1.39,1.66,0.85,0.98,0.72,1.97,2019Q4,,,,,,,,,,,,
5511,德昌,54.9,-0.5,-0.9,1.1,,,,,,,,,,,,,0.3,0.43,0.51,0.41,0.44,0.96,2.83,1.6,1.5,1.5,1.49,1.24,2019Q4,,,,,,,,,,,,
5512,力麒,8.67,-0.09,-1.03,2.81,,,,,,,,,,,,,8.14,0.89,1.03,2.17,1.62,1.43,1.63,2.38,1.14,8.45,2.09,2.75,2019Q4,,,,,,,,,,,,
5514,三豐,19,+0.15,+0.8,0.33,,,,,,,,,,,,,-0.08,-0.06,-0.12,0.64,0.44,-0.11,-0.08,-0.42,1.64,0.36,1.78,0,2019Q4,,,,,,,,,,,,
5520,力泰,77.2,-0.4,-0.52,0.18,,,,,,,,,,,,,0.35,0.25,0.15,0.05,0.05,0.09,0,0.1,0.05,0.23,0.31,0.53,2019Q4,,,,,,,,,,,,
5523,豐謙,31,+1.25,+4.2,0.33,,,,,,,,,,,,,0.24,0.77,0.37,0.83,0.38,0.58,0.17,0.22,0.02,0.22,0.14,0.01,2019Q4,,,,,,,,,,,,
5530,龍巖,68.8,-1.9,-2.69,5.24,,,,,,,,,,,,,3.6,5.58,6.08,7,4.24,5.25,5.25,4.78,6.2,2.49,7.71,4.69,2019Q4,,,,,,,,,,,,
5536,聖暉*,339,-5,-1.45,4.06,,,,,,,,,,,,,3.58,3.64,2.87,3.69,4.04,6.54,4.6,2.04,3.75,4.5,4.58,4.95,2019Q4,,,,,,,,,,,,
5548,安倉,26.9,-0.95,-3.41,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
5601,台聯櫃,36,+0.8,+2.27,0.05,,,,,,,,,,,,,0.07,0.06,0.06,0.06,0.07,0.07,0.06,0.04,0.06,0.06,0.05,0.01,2019Q4,,,,,,,,,,,,
5603,陸海,20.9,+0.4,+1.95,0.08,,,,,,,,,,,,,0.25,0.29,0.28,0.14,0.1,0.06,0.02,-0.09,-0.07,-0.04,-0.04,0.05,2019Q4,,,,,,,,,,,,
5604,中連,36.9,-0.15,-0.4,0.05,,,,,,,,,,,,,0.06,0.03,0.08,0.09,0.02,-0.02,0.03,0.03,-0.02,-0.03,0.14,0.21,2019Q4,,,,,,,,,,,,
5609,中菲行,75.9,-0.6,-0.78,0.89,,,,,,,,,,,,,0.5,0.82,0.83,0.67,0.52,0.94,0.61,0.78,0.99,1.62,1.19,1.23,2019Q4,,,,,,,,,,,,
5703,亞都,16.25,-0.1,-0.61,-0.04,,,,,,,,,,,,,0.11,-0.06,-0.28,0.23,-0.24,-0.2,-0.32,0.19,0.01,-0.08,-0.13,0.29,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),,,,,,,,,,,,,17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億),19Q2 營益 (億),19Q3 營益 (億),19Q4 營益 (億),2019Q4,,,,,,,,,,,,
5704,老爺知,24.9,+0.15,+0.61,0.06,,,,,,,,,,,,,0.11,-0.09,0.01,0.04,0.1,-0.04,0.1,0.08,0.16,0,0.1,0.11,2019Q4,,,,,,,,,,,,
5864,致和證,12.4,-0.15,-1.2,0.29,,,,,,,,,,,,,0.71,0.25,0.32,-0.11,0.49,0.74,0.13,-0.14,0.72,0.27,0.47,-0.35,2019Q4,,,,,,,,,,,,
5878,台名,41.5,0,0,0.2,,,,,,,,,,,,,0.31,0.14,0.15,0.21,0.22,0.25,0.11,0.18,0.1,0.24,0.25,0.26,2019Q4,,,,,,,,,,,,
5902,德記,43.55,+1.65,+3.94,0.12,,,,,,,,,,,,,0.14,0.06,0.06,0.11,0.07,0.12,0.1,0.1,0.07,0.2,0.21,0.18,2019Q4,,,,,,,,,,,,
5903,全家,201.5,+4,+2.03,4.6,,,,,,,,,,,,,1.34,4.3,4.92,2.83,2.66,4.95,5.95,4.16,3.76,6.49,7.03,6.87,2019Q4,,,,,,,,,,,,
5904,寶雅,474,-5,-1.04,5.21,,,,,,,,,,,,,3.93,3.67,5.1,4.52,5.38,4.5,5.95,5.13,5.93,5.44,6.44,6.48,2019Q4,,,,,,,,,,,,
6015,宏遠證,10.2,+0.05,+0.49,-0.36,,,,,,,,,,,,,-0.06,-0.31,1.02,-0.15,-0.4,0.27,-3.17,-1.88,0.64,-0.64,0.13,0.23,2019Q4,,,,,,,,,,,,
6016,康和證,11.25,-0.1,-0.88,0.09,,,,,,,,,,,,,1.19,-0.61,2.81,0.97,-3.34,0.7,-1.39,-1.43,1,-0.38,0.65,0.94,2019Q4,,,,,,,,,,,,
6020,大展證,18.6,0,0,0.24,,,,,,,,,,,,,0.86,0.02,1.23,0.24,-0.09,0.86,-0.66,-0.37,0.58,-0.76,0.29,0.62,2019Q4,,,,,,,,,,,,
6021,美好證,21.45,-0.05,-0.23,0.2,,,,,,,,,,,,,0.45,0.09,0.5,0.43,0.34,0.55,0.2,-0.16,-0.1,-0.01,0.06,0,2019Q4,,,,,,,,,,,,
6023,元大期,79.6,-1,-1.24,0.78,,,,,,,,,,,,,1.05,0.5,1.33,0.88,1.02,0.76,0.91,1.47,0.28,0.57,0.29,0.29,2019Q4,,,,,,,,,,,,
6026,福邦證,11.95,-0.05,-0.42,0.74,,,,,,,,,,,,,1.12,1.67,1.48,1.77,1.03,0.42,-0.21,-1.03,1.02,0.03,0.94,0.66,2019Q4,,,,,,,,,,,,
6101,寬魚國際,38.25,+0.45,+1.19,0.03,,,,,,,,,,,,,-0.1,-0.09,0.09,-0.04,0.02,0.05,0.15,0.09,0.03,0.06,-0.02,0.05,2019Q4,,,,,,,,,,,,
6103,合邦,45.65,-0.1,-0.22,0.09,,,,,,,,,,,,,0.05,0.13,0.11,0.12,0.05,0.11,0.08,0.1,0.07,0.09,0.1,0.01,2019Q4,,,,,,,,,,,,
6104,創惟,125.5,0,0,0.58,,,,,,,,,,,,,0.37,0.62,0.66,0.59,0.47,0.77,0.74,0.4,0.26,0.62,0.77,0.67,2019Q4,,,,,,,,,,,,
6111,大宇資,50.3,-0.7,-1.37,-0.03,,,,,,,,,,,,,0.33,0.34,-0.13,-0.18,0.81,-0.17,0.17,0.65,0.16,-1.46,-0.61,-0.27,2019Q4,,,,,,,,,,,,
6114,久威,32,-0.5,-1.54,0.71,,,,,,,,,,,,,1.12,1.14,1.1,-0.71,0.5,0.54,1.21,1.31,0.44,0.85,0.73,0.34,2019Q4,,,,,,,,,,,,
6118,建達,15.85,-0.15,-0.94,-0.04,,,,,,,,,,,,,-0.13,0.03,0.04,0.12,0.16,0.14,-0.02,-0.56,-0.19,-0.17,0.06,0.02,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),,,,,,,,,,,,,17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億),19Q2 營益 (億),19Q3 營益 (億),19Q4 營益 (億),2019Q4,,,,,,,,,,,,
6121,新普,335.5,-1.5,-0.45,9.01,,,,,,,,,,,,,4.78,4.51,7.36,9.49,7.62,8.26,9.93,13.8,7.51,9.12,11.9,13.8,2019Q4,,,,,,,,,,,,
6122,擎邦,44.65,-0.2,-0.45,0.02,,,,,,,,,,,,,-0.08,0.02,-0.04,-0.18,-0.42,0.06,-0.17,0.59,-0.2,0.2,0.01,0.44,2019Q4,,,,,,,,,,,,
6123,上奇,52.1,+0.1,+0.19,0.69,,,,,,,,,,,,,0.32,0.52,0.72,0.68,0.42,0.58,0.96,1.06,0.57,0.41,0.94,1.16,2019Q4,,,,,,,,,,,,
6126,信音,22.35,-0.05,-0.22,0.55,,,,,,,,,,,,,0.59,0.77,0.94,0.45,0.14,0.36,0.4,0.59,0.16,0.41,0.85,0.9,2019Q4,,,,,,,,,,,,
6134,萬旭,19.45,-0.45,-2.26,-0.01,,,,,,,,,,,,,0.17,0.22,0.16,0,-0.16,0.03,0.19,-0.1,-0.31,-0.12,-0.07,-0.13,2019Q4,,,,,,,,,,,,
6138,茂達,146.5,-2.5,-1.68,1.26,,,,,,,,,,,,,0.98,0.79,1.34,1.2,1.25,1.41,2.17,1.34,1.18,0.92,1.21,1.34,2019Q4,,,,,,,,,,,,
6140,訊達,40.55,+3.65,+9.89,0.03,,,,,,,,,,,,,-0.05,0.01,0.17,0.11,-0.03,0.06,0.05,0.02,-0.06,-0.03,0.04,0.12,2019Q4,,,,,,,,,,,,
6143,振曜,108.5,+3.5,+3.33,0.8,,,,,,,,,,,,,1.41,1.62,0.93,1.05,-0.15,0.31,1.05,0.25,0.19,0.41,0.71,1.78,2019Q4,,,,,,,,,,,,
6146,耕興,173,-3,-1.7,2.12,,,,,,,,,,,,,1.65,2.49,2.43,2.04,1.86,2.08,2.45,2.14,1.77,2.04,2.14,2.36,2019Q4,,,,,,,,,,,,
6147,頎邦,58,0,0,9.98,,,,,,,,,,,,,5.38,4.85,7.44,8.97,5.6,6.63,12.7,14.1,11.8,13,15.6,13.7,2019Q4,,,,,,,,,,,,
6148,驊宏資,60.4,-4.9,-7.5,0.07,,,,,,,,,,,,,0.11,-0.15,0.2,0.04,0.11,-0.02,0.15,0.15,-0.03,0.11,0.02,0.11,2019Q4,,,,,,,,,,,,
6151,晉倫,28.4,-0.25,-0.87,0.25,,,,,,,,,,,,,0.33,0.23,0.27,0.3,0.31,0.3,0.21,0.29,0.1,0.17,0.26,0.28,2019Q4,,,,,,,,,,,,
6154,順發,13.8,-0.2,-1.43,0.18,,,,,,,,,,,,,0.41,0.18,0.26,0.2,0.38,0.04,0.19,0.01,0.23,0.01,0.14,0.05,2019Q4,,,,,,,,,,,,
6156,松上,25,0,0,0.32,,,,,,,,,,,,,0.4,0.43,0.41,0.06,-0.05,0.48,0.58,0.58,0.16,0.16,0.3,0.39,2019Q4,,,,,,,,,,,,
6158,禾昌,22.55,+0.05,+0.22,0.1,,,,,,,,,,,,,0.04,0.19,0.27,0,-0.18,0.08,0.64,0.21,0.08,-0.13,0.01,-0.05,2019Q4,,,,,,,,,,,,
6161,捷波,43.2,-0.55,-1.26,0.4,,,,,,,,,,,,,0.45,0.34,0.36,0.18,0.12,0.3,0.54,0.41,0.29,0.55,0.67,0.57,2019Q4,,,,,,,,,,,,
6163,華電網,19.45,+0.1,+0.52,0.31,,,,,,,,,,,,,-0.43,-0.46,1.67,0.43,-0.39,0.09,0.45,1.23,-0.09,-0.51,0.18,1.59,2019Q4,,,,,,,,,,,,
6167,久正,10.4,+0.05,+0.48,0.39,,,,,,,,,,,,,0.49,0.47,0.32,0.41,0.29,0.43,0.54,0.37,0.25,0.38,0.43,0.33,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),,,,,,,,,,,,,17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億),19Q2 營益 (億),19Q3 營益 (億),19Q4 營益 (億),2019Q4,,,,,,,,,,,,
6170,統振,49.65,+0.05,+0.1,0.03,,,,,,,,,,,,,-0.06,-0.14,-0.09,-0.03,-0.12,-0.21,-0.08,-0.12,0.09,0.17,0.48,0.47,2019Q4,,,,,,,,,,,,
6171,大城地產,35,+0.5,+1.45,0.06,,,,,,,,,,,,,0.05,0.11,0.12,0.1,0.15,0.14,0.02,0.03,0.19,-0.03,-0.02,-0.12,2019Q4,,,,,,,,,,,,
6173,信昌電,34,-0.35,-1.02,2.73,,,,,,,,,,,,,0.95,1.06,1.1,1.36,1.92,5.04,7.77,4.63,3.42,2.24,1.76,1.53,2019Q4,,,,,,,,,,,,
6174,安碁,17.75,0,0,0.09,,,,,,,,,,,,,0.17,0.12,0.14,0.12,0.13,0.19,0.18,0.03,-0.01,-0.01,-0.01,0.04,2019Q4,,,,,,,,,,,,
6175,立敦,32,+0.15,+0.47,0.83,,,,,,,,,,,,,0.51,0.67,0.79,0.94,1.12,0.97,1.41,0.99,0.74,0.52,0.56,0.77,2019Q4,,,,,,,,,,,,
6180,橘子,70.6,0,0,2.68,,,,,,,,,,,,,0.35,-1.36,-0.64,0.83,4.75,6.42,5.68,3.57,4.43,0.57,4.08,3.51,2019Q4,,,,,,,,,,,,
6182,合晶,19.9,+0.35,+1.79,3.48,,,,,,,,,,,,,1.01,1.51,1.8,2,3.68,5.02,7.31,6.38,6,4.01,2.1,0.94,2019Q4,,,,,,,,,,,,
6185,幃翔,17.15,+0.95,+5.86,0.4,,,,,,,,,,,,,0.63,0.55,0.72,0.73,0.52,0.27,0.32,0.42,0.06,0.08,0.27,0.28,2019Q4,,,,,,,,,,,,
6186,新潤,61.5,+0.6,+0.99,0.35,,,,,,,,,,,,,0.19,-0.09,-0.24,-0.12,-0.26,-0.22,-0.38,0.88,0.05,0.02,-0.52,4.88,2019Q4,,,,,,,,,,,,
6187,萬潤,242,+1,+0.41,0.68,,,,,,,,,,,,,0.76,1.34,1.2,0.75,0.83,1.44,0.78,0.22,0.29,0.28,0.27,0,2019Q4,,,,,,,,,,,,
6188,廣明,76.5,0,0,1.11,,,,,,,,,,,,,2.03,1.19,0.56,1.22,-0.23,-0.67,0.41,2.28,1.83,1.25,0.94,2.5,2019Q4,,,,,,,,,,,,
6190,萬泰科,34.15,-0.15,-0.44,0.62,,,,,,,,,,,,,0.72,0.36,0.53,0.34,0.62,0.83,0.68,0.63,0.82,0.98,0.79,0.15,2019Q4,,,,,,,,,,,,
6194,育富,32.8,-0.2,-0.61,0.15,,,,,,,,,,,,,-0.03,-0.23,-0.1,-0.03,-0.17,0.08,0.24,0.34,0.2,0.44,0.49,0.58,2019Q4,,,,,,,,,,,,
6195,詩肯,31.5,0,0,0.48,,,,,,,,,,,,,0.56,0.51,0.73,0.74,0.73,0.36,0.46,0.46,0.31,0.13,0.21,0.52,2019Q4,,,,,,,,,,,,
6199,天品,111.5,-7,-5.91,0.04,,,,,,,,,,,,,0.01,0.15,0.08,0.11,0.07,0.06,0.03,-0.06,-0.04,-0.04,-0.04,0.17,2019Q4,,,,,,,,,,,,
6203,海韻電,61.1,-0.6,-0.97,0.78,,,,,,,,,,,,,0.31,0.32,0.58,0.72,0.79,1.33,0.87,0.61,0.64,0.92,1.19,1.07,2019Q4,,,,,,,,,,,,
6204,艾華,52.5,+1.7,+3.35,0.13,,,,,,,,,,,,,0.15,0.26,0.19,0.1,0.05,0.16,0.23,0.09,-0.02,0.08,0.09,0.16,2019Q4,,,,,,,,,,,,
6207,雷科,39.35,-0.25,-0.63,0.57,,,,,,,,,,,,,1.2,0.72,0.66,0.67,0.67,0.94,1.09,0.46,0.23,0.04,0.07,0.11,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),,,,,,,,,,,,,17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億),19Q2 營益 (億),19Q3 營益 (億),19Q4 營益 (億),2019Q4,,,,,,,,,,,,
6208,日揚,40.65,-0.15,-0.37,0.62,,,,,,,,,,,,,0.35,0.67,0.63,0.66,0.56,0.49,0.5,0.67,0.8,0.72,0.65,0.69,2019Q4,,,,,,,,,,,,
6212,理銘,50.4,+1.15,+2.34,0.88,,,,,,,,,,,,,0.4,0.45,0.38,0.64,5.44,2.74,0,-0.1,-0.12,0.06,-0.08,0.74,2019Q4,,,,,,,,,,,,
6219,富旺,28.65,-0.25,-0.87,0.48,,,,,,,,,,,,,-0.29,0.41,-0.04,2.08,-0.63,0.14,0.31,2.55,0.29,-0.05,0.65,0.33,2019Q4,,,,,,,,,,,,
6220,岳豐,21.35,0,0,1.23,,,,,,,,,,,,,1.04,1.25,3.23,0.79,0.42,0.96,2.63,0.93,0.37,1.17,1.55,0.4,2019Q4,,,,,,,,,,,,
6221,晉泰,62.1,-0.2,-0.32,0.44,,,,,,,,,,,,,0.27,0.23,0.33,0.26,0.4,0.54,0.44,0.45,0.53,0.79,0.58,0.51,2019Q4,,,,,,,,,,,,
6223,旺矽,622,+2,+0.32,0.82,,,,,,,,,,,,,1.38,0.8,0.03,-0.42,0.64,-0.38,1.51,1.47,0.88,0.49,1.63,1.78,2019Q4,,,,,,,,,,,,
6227,茂綸,84.5,-2.9,-3.32,0.56,,,,,,,,,,,,,0.44,0.26,0.54,0.47,0.48,1.13,0.71,0.82,0.42,0.55,0.66,0.24,2019Q4,,,,,,,,,,,,
6229,研通,23.6,-0.4,-1.67,0.03,,,,,,,,,,,,,-0.08,0.04,0.2,0.04,-0.06,-0.02,0.07,-0.01,-0.1,0.05,0.22,0.02,2019Q4,,,,,,,,,,,,
6231,系微,243.5,+2.5,+1.04,0.21,,,,,,,,,,,,,0.1,0.12,0.1,0.24,0.05,0.17,0.21,0.33,0.15,0.31,0.34,0.34,2019Q4,,,,,,,,,,,,
6233,旺玖,19.45,-0.05,-0.26,-0.1,,,,,,,,,,,,,-0.25,-0.09,-0.13,-0.13,-0.16,-0.07,-0.12,-0.14,-0.09,0.02,-0.03,-0.01,2019Q4,,,,,,,,,,,,
6234,高僑,21.25,-0.25,-1.16,0.26,,,,,,,,,,,,,0.04,0.17,0.09,0.08,0.11,0.08,0.2,0.31,0.19,0.67,0.87,0.37,2019Q4,,,,,,,,,,,,
6240,松崗,18.45,+0.2,+1.1,-0.05,,,,,,,,,,,,,-0.02,-0.07,-0.03,-0.3,-0.11,-0.07,0.01,0.07,0.05,-0.02,0.02,-0.09,2019Q4,,,,,,,,,,,,
6242,立康,41.05,+0.05,+0.12,0.22,,,,,,,,,,,,,0.15,0.28,0.12,0.29,0.18,0.34,0.16,0.23,0.21,0.24,0.14,0.29,2019Q4,,,,,,,,,,,,
6244,茂迪,17.8,-0.05,-0.28,-6.22,,,,,,,,,,,,,-9.5,-6.74,-3.04,-4.35,-9.66,-11,-10.9,-8.9,-3.86,-1.87,-2.06,-2.64,2019Q4,,,,,,,,,,,,
6245,立端,83.2,-0.1,-0.12,1.44,,,,,,,,,,,,,1.04,0.74,1.33,1.87,0.71,1.2,1.53,2.11,1.46,1.28,1.92,2.05,2019Q4,,,,,,,,,,,,
6248,沛波,24.75,-0.2,-0.8,0.1,,,,,,,,,,,,,0.1,0.01,0.07,0.07,-0.06,-0.07,0.01,0.16,0.25,0.22,0.1,0.39,2019Q4,,,,,,,,,,,,
6259,百徽,16.25,-0.2,-1.22,-0.08,,,,,,,,,,,,,-0.06,-0.06,-0.07,-0.08,-0.09,-0.08,-0.03,-0.04,-0.03,-0.36,-0.02,-0.08,2019Q4,,,,,,,,,,,,
6261,久元,61,-0.6,-0.97,1.28,,,,,,,,,,,,,1.13,1.59,1.76,1.67,0.73,0.8,1.86,1.54,0.33,0.81,1,2.09,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),,,,,,,,,,,,,17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億),19Q2 營益 (億),19Q3 營益 (億),19Q4 營益 (億),2019Q4,,,,,,,,,,,,
6263,普萊德,139,0,0,0.88,,,,,,,,,,,,,0.81,0.79,0.88,0.99,0.73,0.78,0.97,1.01,0.84,0.87,0.87,1.07,2019Q4,,,,,,,,,,,,
6264,富裔,8.06,+0.09,+1.13,0.03,,,,,,,,,,,,,0.39,-0.28,0.1,0.21,-0.07,-0.25,-0.08,0.64,-0.18,-0.25,-0.16,0.27,2019Q4,,,,,,,,,,,,
6265,方土昶,9.66,-0.14,-1.43,-0.12,,,,,,,,,,,,,-0.01,0.01,-0.02,-0.04,-0.33,-0.67,-0.31,-0.4,0.06,0.52,0.09,-0.35,2019Q4,,,,,,,,,,,,
6266,泰詠,31.55,-0.1,-0.32,0.58,,,,,,,,,,,,,0.14,0.43,0.49,0.6,0.4,0.6,1.09,0.93,0.67,0.35,0.55,0.77,2019Q4,,,,,,,,,,,,
6270,倍微,21.75,+0.1,+0.46,0.11,,,,,,,,,,,,,-0.01,0.01,0.03,0.03,0.03,0.14,0.15,0.25,0.15,0.2,0.15,0.15,2019Q4,,,,,,,,,,,,
6274,台燿,131.5,-1.5,-1.13,4.91,,,,,,,,,,,,,4.63,3.26,3.29,2.23,5.22,6.08,7.37,5.32,4.87,5.81,6.45,4.44,2019Q4,,,,,,,,,,,,
6275,元山,39.85,+1.05,+2.71,0.22,,,,,,,,,,,,,0.34,0.3,0.24,0.05,0.09,0.51,0.31,0.05,0.05,0.22,0.3,0.14,2019Q4,,,,,,,,,,,,
6279,胡連,137.5,-2,-1.43,2.14,,,,,,,,,,,,,4.27,2.54,2.07,3.43,2.45,1.78,1.3,1.91,0.92,0.78,1.36,2.85,2019Q4,,,,,,,,,,,,
6284,佳邦,66.2,-0.3,-0.45,0.38,,,,,,,,,,,,,0.26,0.53,0.71,0.4,0.19,-0.01,-0.2,0.34,-0.08,0.36,1.22,0.88,2019Q4,,,,,,,,,,,,
6290,良維,69.9,-1.3,-1.83,1.17,,,,,,,,,,,,,0.44,0.57,0.37,1.12,0.39,0.44,-0.25,0.81,1.64,2.56,3.16,2.77,2019Q4,,,,,,,,,,,,
6291,沛亨,76.8,-0.2,-0.26,-0.11,,,,,,,,,,,,,-0.08,-0.07,-0.1,-0.08,-0.15,-0.09,-0.08,-0.28,-0.09,-0.11,-0.06,-0.1,2019Q4,,,,,,,,,,,,
6292,迅德,51.2,-1.3,-2.48,0.34,,,,,,,,,,,,,0.43,0.4,0.36,0.42,0.32,0.46,0.46,0.17,0.3,0.23,0.29,0.22,2019Q4,,,,,,,,,,,,
6294,智基,55.7,0,0,0.58,,,,,,,,,,,,,0.49,0.84,0.38,0.46,0.51,0.82,0.38,0.5,0.56,0.91,0.47,0.65,2019Q4,,,,,,,,,,,,
6411,晶焱,69.5,0,0,1.46,,,,,,,,,,,,,1.17,1.34,1.4,1.74,1.36,1.8,1.5,1.34,0.86,2.05,1.11,1.86,2019Q4,,,,,,,,,,,,
6417,韋僑,84,-0.2,-0.24,0.16,,,,,,,,,,,,,0.21,0.17,0.1,0.14,0.08,0.06,0.19,0.08,0.14,0.26,0.27,0.27,2019Q4,,,,,,,,,,,,
6418,詠昇,16.95,+0.15,+0.89,0.11,,,,,,,,,,,,,,0.35,0.23,0.12,0.09,0.12,0.09,0.11,-0.04,0.02,0.03,0.06,2019Q4,,,,,,,,,,,,
