代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億),19Q2 營益 (億),19Q3 營益 (億),19Q4 營益 (億),季度,14Q1 營益 (億),14Q2 營益 (億),14Q3 營益 (億),14Q4 營益 (億),15Q1 營益 (億),15Q2 營益 (億),15Q3 營益 (億),15Q4 營益 (億),16Q1 營益 (億),16Q2 營益 (億),16Q3 營益 (億),16Q4 營益 (億)
4438,廣越,81,-1,-1.22,2.62,,,,,,,,,,,,,-1.84,1.58,7.1,-0.29,-1.26,3.81,8.41,0.1,-0.61,5.31,8.65,0.47,2019Q4,,,,,,,,,,,,
4439,冠星-KY,80.3,-2.8,-3.37,1.2,,,,,,,,,,,,,,,,,,,1.49,0.21,1.64,1.4,1.77,0.69,2019Q4,,,,,,,,,,,,
4440,宜新實業,19,0,0,1.14,,,,,,,,,,,,,,,,,,,,,,0.64,,1.65,2019Q4,,,,,,,,,,,,
4532,瑞智,25.8,+0.25,+0.98,3.28,,,,,,,,,,,,,3.15,4.67,2.35,4.04,4.69,6.09,2.71,2.99,3.23,2.78,1.33,1.31,2019Q4,,,,,,,,,,,,
4536,拓凱,173,+1.5,+0.87,2.3,,,,,,,,,,,,,0.89,2.19,1.82,0.91,1.26,2.53,3.32,2.63,2.41,3.45,3.81,2.41,2019Q4,,,,,,,,,,,,
4545,銘鈺,30.85,+0.05,+0.16,0.09,,,,,,,,,,,,,-0.1,-0.32,0.85,0.68,-0.29,-0.9,0.24,0.41,-0.24,0.14,0.31,0.26,2019Q4,,,,,,,,,,,,
4551,智伸科,91.3,-0.6,-0.65,2.41,,,,,,,,,,,,,2.41,1.93,2.27,2.16,2.26,1.67,2.06,2.2,1.97,3.74,3.31,2.96,2019Q4,,,,,,,,,,,,
4552,力達-KY,19.9,0,0,2.65,,,,,,,,,,,,,3.04,3.55,3.91,3.36,3.07,3.6,3.25,2.5,1.05,1.45,1.48,1.53,2019Q4,,,,,,,,,,,,
4557,永新-KY,103,+0.5,+0.49,0.53,,,,,,,,,,,,,0.52,0.81,0.4,0.5,0.29,0.33,0.44,0.9,0.52,0.62,0.46,0.61,2019Q4,,,,,,,,,,,,
4560,強信-KY,32.4,+0.2,+0.62,0.86,,,,,,,,,,,,,0.71,0.76,0.58,0.86,0.96,1.34,1.06,0.95,0.96,0.94,0.67,0.47,2019Q4,,,,,,,,,,,,
4566,時碩工業,54.9,-1,-1.79,0.5,,,,,,,,,,,,,0.79,0.55,0.47,0.66,0.38,0.39,0.56,0.12,0.46,0.45,0.69,0.46,2019Q4,,,,,,,,,,,,
4569,六方科-KY,132,+2,+1.54,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),,,,,,,,,,,,,17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億),19Q2 營益 (億),19Q3 營益 (億),19Q4 營益 (億),2019Q4,,,,,,,,,,,,
4571,鈞興-KY,139,-0.5,-0.36,0.63,,,,,,,,,,,,,,,,,,0.89,0.89,0.36,0.61,0.7,0.6,0.4,2019Q4,,,,,,,,,,,,
4572,駐龍,171,-6.5,-3.66,0.88,,,,,,,,,,,,,,1.01,0.83,2.04,0.54,0.77,0.83,0.81,0.77,0.78,0.76,0.55,2019Q4,,,,,,,,,,,,
4576,大銀微系統,105,+0.5,+0.48,0.54,,,,,,,,,,,,,,0.64,0.78,1.6,0.69,0.89,0.78,0.41,0.06,0.25,-0.04,-0.07,2019Q4,,,,,,,,,,,,
4581,光隆精密-KY,50.2,-1.3,-2.52,0.48,,,,,,,,,,,,,,,,1.45,,,0.5,0.32,0.36,0.44,0.21,0.1,2019Q4,,,,,,,,,,,,
4583,台灣精銳,597,+31,+5.48,9.69,,,,,,,,,,,,,,,,,,,,,,,,9.69,2019Q4,,,,,,,,,,,,
4588,玖鼎電力,66.5,-1.2,-1.77,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
4720,德淵,16.1,-0.4,-2.42,0.1,,,,,,,,,,,,,0.14,0.09,0.12,0.15,0.04,-0.01,0.12,0.05,0.05,0.2,0.18,0.04,2019Q4,,,,,,,,,,,,
4722,國精化,54.1,+0.3,+0.56,0.83,,,,,,,,,,,,,0.71,0.9,1.07,0.91,0.82,0.86,0.83,0.54,0.71,0.97,0.78,0.87,2019Q4,,,,,,,,,,,,
4736,泰博,132,-0.5,-0.38,2.02,,,,,,,,,,,,,1.48,0.94,1.83,2.08,1.94,2.02,3.21,2.7,1.44,1.73,2.18,2.68,2019Q4,,,,,,,,,,,,
4739,康普,45.25,-0.65,-1.42,1.11,,,,,,,,,,,,,1.3,0.9,1.49,1.63,1.7,1.6,1.61,0.65,0.24,0.56,0.93,0.68,2019Q4,,,,,,,,,,,,
4746,台耀,58.8,-0.2,-0.34,0.39,,,,,,,,,,,,,1.21,1.47,0.57,0.53,0.01,0.14,0.05,0.41,-0.97,-0.21,0.99,0.43,2019Q4,,,,,,,,,,,,
4755,三福化,100.5,+0.9,+0.9,1.02,,,,,,,,,,,,,0.92,1.25,1.3,1.26,1.22,1.03,0.96,0.92,0.74,0.7,1.16,0.78,2019Q4,,,,,,,,,,,,
4763,材料-KY,820,-2,-0.24,0.63,,,,,,,,,,,,,0.69,0.53,0.38,0.47,0.37,0.15,0.52,0.58,0.53,1.08,0.98,1.33,2019Q4,,,,,,,,,,,,
4766,南寶,332,+8.5,+2.63,3.15,,,,,,,,,,,,,3.3,2.89,3.58,2.16,1.25,1.85,3.08,2.83,2.63,4.75,4.8,4.65,2019Q4,,,,,,,,,,,,
4770,上品,233,-1.5,-0.64,5.53,,,,,,,,,,,,,,,,,,,,,,4.73,,6.32,2019Q4,,,,,,,,,,,,
4771,望隼,179.5,-0.5,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
4904,遠傳,86.8,-1.6,-1.81,32.1,,,,,,,,,,,,,37.8,37.9,37.3,29.1,32.5,35.8,32.8,22.6,30.7,30.4,29.8,28.4,2019Q4,,,,,,,,,,,,
4906,正文,26.8,+0.3,+1.13,-0.04,,,,,,,,,,,,,2.26,0.11,-1.34,-1.44,-0.56,-1.59,0.82,0.75,-0.63,0.75,0.62,-0.22,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),,,,,,,,,,,,,17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億),19Q2 營益 (億),19Q3 營益 (億),19Q4 營益 (億),2019Q4,,,,,,,,,,,,
4912,聯德控股-KY,83.8,-0.7,-0.83,1.12,,,,,,,,,,,,,0.15,0.95,1.31,0.99,0.39,0.75,2.27,2.65,0.69,0.53,1.06,1.66,2019Q4,,,,,,,,,,,,
4915,致伸,72,-1.1,-1.5,5.75,,,,,,,,,,,,,5.34,5.92,5.99,4.75,2.44,3.96,7.32,5.7,2.21,3.96,12.1,9.34,2019Q4,,,,,,,,,,,,
4916,事欣科,37.35,-1.35,-3.49,0.46,,,,,,,,,,,,,0.33,0.43,0.94,0.19,0.76,1.25,1.33,0.61,-0.22,0.04,0.18,-0.33,2019Q4,,,,,,,,,,,,
4919,新唐,67.1,0,0,1.71,,,,,,,,,,,,,1.09,2.27,2.23,1.55,1.03,2.31,2.21,1.99,0.39,1.46,2.19,1.81,2019Q4,,,,,,,,,,,,
4930,燦星網,25.7,+0.3,+1.18,-0.17,,,,,,,,,,,,,-0.24,-0.72,-0.76,-0.92,-2.02,-1.43,0.2,-0.02,-0.27,1,1.74,1.35,2019Q4,,,,,,,,,,,,
4935,茂林-KY,44.05,+0.45,+1.03,0.64,,,,,,,,,,,,,0.81,0.85,0.81,0.52,-0.15,0.01,1.1,0.45,0.38,0.41,1.3,1.21,2019Q4,,,,,,,,,,,,
4938,和碩,78.7,-0.2,-0.25,39.9,,,,,,,,,,,,,55.8,43.9,43.9,46.5,21.5,16.4,35.6,45.9,4.19,29.6,62.3,73,2019Q4,,,,,,,,,,,,
4942,嘉彰,38.45,0,0,1.73,,,,,,,,,,,,,0.88,1.52,0.92,0.71,1.23,1.61,2.48,2.3,2.34,1.6,2.71,2.49,2019Q4,,,,,,,,,,,,
4952,凌通,40.7,-0.5,-1.21,0.79,,,,,,,,,,,,,0.67,1.53,1.11,0.89,0.49,1.1,0.91,0.5,0.27,1,0.67,0.29,2019Q4,,,,,,,,,,,,
4958,臻鼎-KY,91.9,-2.5,-2.65,31.9,,,,,,,,,,,,,6.95,1.93,26.8,50.9,12.8,11.7,57.3,66.7,11.1,14.5,52.6,69.7,2019Q4,,,,,,,,,,,,
4961,天鈺,206,+8,+4.04,0.86,,,,,,,,,,,,,,0.19,0.79,0.49,0.27,1.7,1.61,0.87,0.86,1.08,0.98,0.61,2019Q4,,,,,,,,,,,,
4967,十銓,75.6,-0.4,-0.53,0.47,,,,,,,,,,,,,,1.35,1.08,0.61,0.38,0.8,0.59,0.17,0.43,-0.76,0.57,-0.02,2019Q4,,,,,,,,,,,,
4968,立積,135.5,+1,+0.74,0.6,,,,,,,,,,,,,0.48,0.86,0.66,0.72,0.5,0.49,0.57,0.45,-0.14,0.79,1.2,0.58,2019Q4,,,,,,,,,,,,
4977,眾達-KY,88.9,+0.5,+0.57,0.74,,,,,,,,,,,,,0.78,0.64,1.03,0.71,0.36,0.72,0.87,0.54,0.43,0.91,1.19,0.73,2019Q4,,,,,,,,,,,,
4994,傳奇,95.7,-1.3,-1.34,0.1,,,,,,,,,,,,,-0.66,-0.56,-0.69,-0.67,-0.87,-0.34,-0.26,-0.92,1.91,0.79,1.95,1.52,2019Q4,,,,,,,,,,,,
4999,鑫禾,25.35,+0.1,+0.4,1.21,,,,,,,,,,,,,0.96,1.54,1.7,1.81,1.01,1.99,1.3,1.1,0.16,0.75,0.75,1.42,2019Q4,,,,,,,,,,,,
5007,三星,52.7,0,0,3.12,,,,,,,,,,,,,3.51,3.05,3.76,3.29,3.57,3.54,3.65,3.13,2.89,2.23,2.71,2.11,2019Q4,,,,,,,,,,,,
5203,訊連,94.2,-0.2,-0.21,1.06,,,,,,,,,,,,,1.54,1.6,1.13,1.61,1.1,1.22,0.85,1.06,0.54,0.69,0.64,0.71,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),,,,,,,,,,,,,17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億),19Q2 營益 (億),19Q3 營益 (億),19Q4 營益 (億),2019Q4,,,,,,,,,,,,
5215,科嘉-KY,37.95,-0.05,-0.13,0.53,,,,,,,,,,,,,-0.07,0.17,0.49,0.46,0.2,0.28,0.8,0.54,0.44,0.78,1.02,1.21,2019Q4,,,,,,,,,,,,
5222,全訊,106,-0.5,-0.47,0.69,,,,,,,,,,,,,,,,,,0.4,,,0.23,0.29,,1.82,2019Q4,,,,,,,,,,,,
5225,東科-KY,87.2,-1.3,-1.47,0.54,,,,,,,,,,,,,-0.21,-0.32,0.55,0,-0.43,0.03,2.13,1.16,0.65,1.08,1.97,-0.12,2019Q4,,,,,,,,,,,,
5234,達興材料,160.5,+3,+1.9,1.7,,,,,,,,,,,,,1.17,1.01,1.53,1.69,1.53,1.74,1.95,2.2,1.74,1.81,1.93,2.04,2019Q4,,,,,,,,,,,,
5243,乙盛-KY,42.9,+0.85,+2.02,1.37,,,,,,,,,,,,,1.21,1.3,1.58,1.61,1.11,0.59,1.06,1.5,1.32,2.22,1.56,1.43,2019Q4,,,,,,,,,,,,
5244,弘凱,39.35,-0.5,-1.25,1.35,,,,,,,,,,,,,,,,,,,,,,,,1.35,2019Q4,,,,,,,,,,,,
5258,虹堡,64.3,+0.3,+0.47,-0.25,,,,,,,,,,,,,0.59,0.03,0.13,0.85,-0.1,0.37,-0.56,-4.21,-1.53,-0.9,0.62,1.72,2019Q4,,,,,,,,,,,,
5269,祥碩,1620,+125,+8.36,2.52,,,,,,,,,,,,,1.59,2.1,2.3,1.54,1.86,2.07,3.37,3.71,3.16,2.32,3.04,3.17,2019Q4,,,,,,,,,,,,
5283,禾聯碩,85,-2,-2.3,2.61,,,,,,,,,,,,,,5.19,3.48,0.9,1.56,4.32,2.44,1.37,1.61,3.48,3.08,1.29,2019Q4,,,,,,,,,,,,
5284,jpp-KY,126,+2,+1.61,0.46,,,,,,,,,,,,,0.55,0.58,0.71,0.56,0.55,0.4,0.49,0.32,0.4,0.4,0.3,0.27,2019Q4,,,,,,,,,,,,
5285,界霖,43.1,-0.6,-1.37,0.94,,,,,,,,,,,,,0.46,0.73,1.32,1.57,1.34,1.23,1.32,0.71,0.71,0.79,0.52,0.63,2019Q4,,,,,,,,,,,,
5288,豐祥-KY,147,+2.5,+1.73,1.42,,,,,,,,,,,,,1.33,1.17,1.22,1.24,1.3,1.19,1.55,1.57,1.93,1.54,1.61,1.4,2019Q4,,,,,,,,,,,,
5292,華懋,137,+0.5,+0.37,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
5306,桂盟,93.4,-1.7,-1.79,3.16,,,,,,,,,,,,,3.35,3.36,3.32,3.16,3.74,2.67,2.68,3.17,3.27,3.07,3.36,2.77,2019Q4,,,,,,,,,,,,
5388,中磊,97.7,+0.4,+0.41,2.85,,,,,,,,,,,,,2.69,3.6,4.58,4.48,2.1,1.03,2.51,3.36,2.07,2.25,3.12,2.44,2019Q4,,,,,,,,,,,,
5434,崇越,238,+0.5,+0.21,3.82,,,,,,,,,,,,,2.87,2.67,3.26,3.34,3.33,3.29,4.65,3.94,3.99,4.78,5.3,4.38,2019Q4,,,,,,,,,,,,
5469,瀚宇博,45.2,0,0,6.23,,,,,,,,,,,,,2.07,2.45,5.64,6.06,3.66,3.72,9.28,6.55,4.44,8.43,11.8,10.7,2019Q4,,,,,,,,,,,,
5471,松翰,34.15,-0.15,-0.44,0.78,,,,,,,,,,,,,0.59,0.89,0.91,0.54,0.16,0.99,1.02,0.66,0.28,1.26,1.02,1.05,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),,,,,,,,,,,,,17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億),19Q2 營益 (億),19Q3 營益 (億),19Q4 營益 (億),2019Q4,,,,,,,,,,,,
5515,建國,28.4,0,0,0.62,,,,,,,,,,,,,0.35,0.21,0.34,1.25,1.05,1.36,0.71,0.48,0.37,0.78,0.22,0.33,2019Q4,,,,,,,,,,,,
5519,隆大,33,-0.25,-0.75,0.98,,,,,,,,,,,,,0.96,0.25,0.09,0.48,0.28,0.48,1.09,2.76,1.16,2.21,0.9,1.09,2019Q4,,,,,,,,,,,,
5521,工信,11.2,-0.2,-1.75,-0.44,,,,,,,,,,,,,0.22,0.27,-0.06,-4.42,-0.14,-0.24,-1.03,0.08,-0.1,0,0.14,0.03,2019Q4,,,,,,,,,,,,
5522,遠雄,62.7,-0.6,-0.95,8.24,,,,,,,,,,,,,4.32,6.35,9.44,4.9,5.61,8.32,10.6,7.32,9.84,4.47,13.5,14.2,2019Q4,,,,,,,,,,,,
5525,順天,30.2,+0.2,+0.67,1.44,,,,,,,,,,,,,-0.16,0.3,0.1,2.64,0.25,3.23,2.67,4,1.49,0.94,0.53,1.33,2019Q4,,,,,,,,,,,,
5533,皇鼎,17.4,+0.2,+1.16,0.87,,,,,,,,,,,,,0.47,0.88,1.23,2.5,1.32,1.12,0.69,0.49,0.6,0.77,0.25,0.08,2019Q4,,,,,,,,,,,,
5534,長虹,84.7,+2,+2.42,8.37,,,,,,,,,,,,,5.08,4.77,4.81,12,27.2,4.27,5.99,4.63,9.68,4.94,7.97,9.05,2019Q4,,,,,,,,,,,,
5538,東明-KY,30.3,-0.4,-1.3,1.92,,,,,,,,,,,,,1.96,1.32,3.18,2.75,1.87,2.56,1.98,0.88,0.76,1.56,1.93,2.29,2019Q4,,,,,,,,,,,,
5607,遠雄港,36.7,+0.1,+0.27,1.47,,,,,,,,,,,,,0.77,0.87,0.9,0.67,1.13,1.15,1.33,0.94,1.38,1.27,6.18,1.09,2019Q4,,,,,,,,,,,,
5706,鳳凰,54,-0.4,-0.74,0.42,,,,,,,,,,,,,0.2,0.5,0.62,0.25,0.21,0.47,0.51,0.46,0.34,0.64,0.56,0.33,2019Q4,,,,,,,,,,,,
5871,中租-KY,111.5,-2,-1.76,43.1,,,,,,,,,,,,,26.8,29.1,35.5,37.1,42.1,45.1,45.8,47.7,45.7,51,54.8,56.2,2019Q4,,,,,,,,,,,,
5876,上海商銀,46.9,-0.55,-1.16,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
5880,合庫金,23.9,+0.05,+0.21,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
5906,台南-KY,50.3,-1.7,-3.27,0.1,,,,,,,,,,,,,-0.26,-0.03,-0.11,0.45,0.05,0.09,-0.03,0.36,0.19,0.16,0.05,0.25,2019Q4,,,,,,,,,,,,
6005,群益證,24.5,-0.65,-2.58,4.93,,,,,,,,,,,,,4.4,5.18,8.79,9.14,9.69,4.86,1.93,-4.78,4.64,1.84,6.51,6.95,2019Q4,,,,,,,,,,,,
6024,群益期,48,+0.25,+0.52,1.01,,,,,,,,,,,,,0.61,1.44,1.93,1.14,3.77,0.85,0.89,-0.24,0.37,0.51,0.44,0.45,2019Q4,,,,,,,,,,,,
6108,競國,14.2,+0.1,+0.71,1.1,,,,,,,,,,,,,1.22,0.81,1.33,0.82,0.73,1.47,1.75,1.38,0.79,0.8,0.95,1.19,2019Q4,,,,,,,,,,,,
6115,鎰勝,50.5,0,0,1.73,,,,,,,,,,,,,1.93,1.91,2.24,1.63,1.03,1.54,1.68,1.91,1.03,1.77,2.01,2.09,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),,,,,,,,,,,,,17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億),19Q2 營益 (億),19Q3 營益 (億),19Q4 營益 (億),2019Q4,,,,,,,,,,,,
6117,迎廣,77.5,+0.7,+0.91,-0.55,,,,,,,,,,,,,-0.65,-0.76,-0.35,-0.82,-0.59,-0.59,-0.67,-0.72,-0.71,-0.38,-0.23,-0.08,2019Q4,,,,,,,,,,,,
6120,達運,10.2,-0.15,-1.45,-0.38,,,,,,,,,,,,,0.92,1.08,1.73,0.1,-2.51,-0.86,0.64,-1.49,-2.53,0.55,-0.73,-1.47,2019Q4,,,,,,,,,,,,
6128,上福,32.2,-0.8,-2.42,0.9,,,,,,,,,,,,,0.88,0.94,0.38,0.1,0.14,1.26,1.02,1.33,1.46,0.99,1.04,1.2,2019Q4,,,,,,,,,,,,
6133,金橋,13.7,-0.1,-0.72,0.04,,,,,,,,,,,,,0.11,0.12,0.21,0.14,-0.19,0.11,0,0.06,-0.07,0.02,0.13,-0.12,2019Q4,,,,,,,,,,,,
6136,富爾特,23.4,-0.1,-0.43,-0.07,,,,,,,,,,,,,-0.02,-0.07,-0.09,-0.03,0.04,-0.08,-0.2,-0.02,-0.06,-0.07,-0.12,-0.05,2019Q4,,,,,,,,,,,,
6139,亞翔,221,+5,+2.31,1.9,,,,,,,,,,,,,2.83,2.22,0.62,2.89,2.4,3.95,2.77,1.76,1.56,0.52,0.45,0.87,2019Q4,,,,,,,,,,,,
6155,鈞寶,20.7,0,0,0.17,,,,,,,,,,,,,0.21,0.2,0.26,0.13,0.17,0.23,0.26,0.09,0.05,0.1,0.22,0.11,2019Q4,,,,,,,,,,,,
6164,華興,10.95,-0.1,-0.9,-0.02,,,,,,,,,,,,,0.26,0.21,0.08,-0.04,-0.11,0.1,0.02,0.03,-0.18,-0.12,-0.2,-0.23,2019Q4,,,,,,,,,,,,
6165,浪凡,52.5,+3.2,+6.49,-0.07,,,,,,,,,,,,,-0.1,-0.07,-0.09,-0.11,0.11,-0.11,-0.09,-0.08,-0.07,-0.07,-0.07,-0.06,2019Q4,,,,,,,,,,,,
6166,凌華,70,-0.4,-0.57,1.28,,,,,,,,,,,,,1.09,1.13,1.58,0.94,0.05,0.7,0.82,1.33,1.67,1.61,1.31,3.09,2019Q4,,,,,,,,,,,,
6176,瑞儀,163,-1,-0.61,14.5,,,,,,,,,,,,,11.7,13,12.3,12.8,6.62,6.72,16.3,21.4,17.2,15.4,22.4,18,2019Q4,,,,,,,,,,,,
6177,達麗,45.45,-0.8,-1.73,2.08,,,,,,,,,,,,,-0.22,8.73,0.33,3.57,-0.33,-0.19,-0.12,1.97,6.22,1.95,1.81,1.29,2019Q4,,,,,,,,,,,,
6183,關貿,89.5,+1,+1.13,0.81,,,,,,,,,,,,,0.61,0.93,0.86,0.5,0.94,0.73,1.04,0.66,0.67,1.03,0.84,0.97,2019Q4,,,,,,,,,,,,
6184,大豐電,52.6,-0.2,-0.38,1.31,,,,,,,,,,,,,0.63,0.94,1.18,1.9,1.14,1.15,1.22,1.38,1.25,1.29,2.11,1.5,2019Q4,,,,,,,,,,,,
6189,豐藝,72.2,0,0,1.85,,,,,,,,,,,,,1.08,1.21,1.91,1.78,1.62,1.94,2.32,1.96,1.87,2.33,2.2,1.95,2019Q4,,,,,,,,,,,,
6191,精成科,56.2,+0.1,+0.18,2,,,,,,,,,,,,,0.48,1.36,2.5,2.8,1.75,1.01,2.18,1.34,0.97,2.08,3.24,4.24,2019Q4,,,,,,,,,,,,
6192,巨路,96.9,0,0,2.11,,,,,,,,,,,,,2.1,1.13,1.33,2.22,1.98,2.3,2.62,2.48,2.44,2.93,2.3,1.44,2019Q4,,,,,,,,,,,,
6196,帆宣,155,+4.5,+2.99,2.08,,,,,,,,,,,,,2.67,1.07,1.27,3,2.46,2.01,3.55,0.74,1.51,1.86,2.49,2.34,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),,,,,,,,,,,,,17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億),19Q2 營益 (億),19Q3 營益 (億),19Q4 營益 (億),2019Q4,,,,,,,,,,,,
6197,佳必琪,120,+1,+0.84,0.55,,,,,,,,,,,,,0.74,0.9,1.01,0.4,0.11,0.01,0.82,0.45,0.21,0.58,0.79,0.6,2019Q4,,,,,,,,,,,,
6201,亞弘電,57.8,0,0,0.55,,,,,,,,,,,,,0.27,0.49,0.6,0.65,0.28,0.28,0.87,0.37,0.57,0.86,0.8,0.55,2019Q4,,,,,,,,,,,,
6205,詮欣,46.3,-1.75,-3.64,0.36,,,,,,,,,,,,,0.69,0.48,0.51,0.17,0.31,0.53,0.48,0.3,0.33,0.21,0.1,0.23,2019Q4,,,,,,,,,,,,
6206,飛捷,111,-1.5,-1.33,2.29,,,,,,,,,,,,,2.27,2.81,2.12,2.15,2.16,3.46,2.1,1.34,2.37,2.57,1.96,2.2,2019Q4,,,,,,,,,,,,
6213,聯茂,58.6,+0.8,+1.38,5.53,,,,,,,,,,,,,5.13,4.01,4.65,3.74,4.26,4.54,5.75,3.3,5.88,7.29,9.38,8.49,2019Q4,,,,,,,,,,,,
6214,精誠,116.5,-1,-0.85,1.53,,,,,,,,,,,,,1.19,1.66,1.1,1.44,1.68,2.28,1.38,1.53,2.41,2.51,1.69,-0.54,2019Q4,,,,,,,,,,,,
6215,和椿,76,-1.3,-1.68,0.16,,,,,,,,,,,,,0.07,0.42,0.1,0.12,0.04,0.24,0.17,0.21,0.05,-0.01,0.26,0.22,2019Q4,,,,,,,,,,,,
6216,居易,31.85,-0.25,-0.78,0.53,,,,,,,,,,,,,0.8,0.66,0.43,0.66,0.53,0.47,0.47,0.51,0.2,0.54,0.56,0.51,2019Q4,,,,,,,,,,,,
6224,聚鼎,40.95,-0.55,-1.33,1,,,,,,,,,,,,,0.9,0.96,1.09,0.95,0.88,1.32,1.2,0.61,0.34,0.89,1.49,1.34,2019Q4,,,,,,,,,,,,
6230,尼得科超眾,129,+0.5,+0.39,2.14,,,,,,,,,,,,,1.97,1.44,2.4,1.86,1.66,1.66,2.13,2.82,2.2,2.66,2.62,2.26,2019Q4,,,,,,,,,,,,
6235,華孚,47.2,+0.05,+0.11,-0.03,,,,,,,,,,,,,0.61,0.32,0.3,1,0.03,0.22,0.86,0.68,-0.02,-3.4,-1.51,0.54,2019Q4,,,,,,,,,,,,
6239,力成,111.5,+0.5,+0.45,23,,,,,,,,,,,,,20.5,20.5,24.1,25.6,23.4,26.1,28.1,20.2,14.5,16.7,25.1,30.9,2019Q4,,,,,,,,,,,,
6243,迅杰,32.5,-0.05,-0.15,-0.2,,,,,,,,,,,,,-0.31,-0.31,-0.2,-0.12,-0.29,-0.21,-0.11,-0.22,-0.18,-0.14,-0.13,-0.17,2019Q4,,,,,,,,,,,,
6257,矽格,65.8,-0.4,-0.6,4.51,,,,,,,,,,,,,2.44,2.28,2.84,8.55,3.65,5.66,5.26,2.68,2.48,3.69,5.03,9.51,2019Q4,,,,,,,,,,,,
6271,同欣電,98.5,+1.2,+1.23,2.68,,,,,,,,,,,,,1.85,2.05,3.93,3.8,1.81,1.75,4.39,3.43,1.3,2.18,2.27,3.36,2019Q4,,,,,,,,,,,,
6277,宏正,69.3,+0.9,+1.32,2.08,,,,,,,,,,,,,2.24,1.67,2.23,2.73,2.5,2.17,1.69,1.94,1.48,1.8,2.23,2.25,2019Q4,,,,,,,,,,,,
6278,台表科,95.5,+2.5,+2.69,3.83,,,,,,,,,,,,,1.64,1.61,0.55,0.63,0.1,2.83,6.17,6.46,4.32,6.55,8.76,6.28,2019Q4,,,,,,,,,,,,
6281,全國電,71.7,-0.3,-0.42,1.3,,,,,,,,,,,,,1.66,1.58,1.33,0.67,2.02,1.64,1.02,0.01,1.37,1.99,1.35,0.88,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),,,,,,,,,,,,,17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億),19Q2 營益 (億),19Q3 營益 (億),19Q4 營益 (億),2019Q4,,,,,,,,,,,,
6283,淳安,21.9,-0.2,-0.9,0.04,,,,,,,,,,,,,0.07,0.02,0.09,-0.13,-0.02,0.06,0.12,0.01,-0.02,-0.05,0.12,0.22,2019Q4,,,,,,,,,,,,
6285,啟碁,119,-2.5,-2.06,5.14,,,,,,,,,,,,,6.96,7.03,6.47,5.16,3.49,4.23,6.89,5.54,2.95,3.97,5.71,3.32,2019Q4,,,,,,,,,,,,
