代號,名稱,市 場,股價 日期,K 線,成交,漲跌 價,漲跌 幅,成交 張數,成交額 (百萬),昨收,開盤,最高,最低,振幅 (%),PER,PBR,折溢 價％,1個月 走勢圖,3個月 走勢圖,1年 走勢圖,3年 走勢圖,10年 走勢圖,平均 EPS (元),17Q1 EPS (元),17Q2 EPS (元),17Q3 EPS (元),17Q4 EPS (元),18Q1 EPS (元),18Q2 EPS (元),18Q3 EPS (元),18Q4 EPS (元),19Q1 EPS (元),19Q2 EPS (元),19Q3 EPS (元),19Q4 EPS (元),季度,14Q1 EPS (元),14Q2 EPS (元),14Q3 EPS (元),14Q4 EPS (元),15Q1 EPS (元),15Q2 EPS (元),15Q3 EPS (元),15Q4 EPS (元),16Q1 EPS (元),16Q2 EPS (元),16Q3 EPS (元),16Q4 EPS (元)
5263,智崴,,,,94.5,+0.3,+0.32,,,,,,,,,,,,,,,,1.42,1.01,1.11,1.09,2.36,0.86,1.22,0.72,2.14,1.5,1.62,2.07,1.39,2019Q4,,,,,,,,,,,,
5274,信驊,,,,2870,+80,+2.87,,,,,,,,,,,,,,,,5.02,3.04,3.75,4.61,4.29,3.85,5.62,5.72,5.01,5.43,5.32,6.81,6.83,2019Q4,,,,,,,,,,,,
5276,達輝-KY,,,,15.25,+1.2,+8.54,,,,,,,,,,,,,,,,0.05,0.26,0.47,0.09,-0.59,-0.26,0.49,0.28,0.11,-0.08,-0.1,-0.14,0.02,2019Q4,,,,,,,,,,,,
5278,尚凡*,,,,28.6,-0.7,-2.39,,,,,,,,,,,,,,,,2.36,-1.46,-0.58,0.31,1.09,1.2,2.96,3.7,5.62,4.17,4.89,3.79,2.62,2019Q4,,,,,,,,,,,,
5287,數字,,,,176.5,+1,+0.57,,,,,,,,,,,,,,,,3.6,2.68,6.57,2.92,2.83,3.55,3.67,3.97,2.86,3.32,3.57,3.92,3.33,2019Q4,,,,,,,,,,,,
5289,宜鼎,,,,233,0,0,,,,,,,,,,,,,,,,2.87,1.55,2.74,3.29,3.25,3.23,3.18,2.38,2.13,3.24,3,3.59,2.88,2019Q4,,,,,,,,,,,,
5291,邑昇,,,,24.1,0,0,,,,,,,,,,,,,,,,0.21,-0.27,0.34,-0.05,-0.78,-0.03,0.41,0.54,0.28,0.45,0.55,0.82,0.25,2019Q4,,,,,,,,,,,,
5299,杰力,,,,75.3,-0.2,-0.26,,,,,,,,,,,,,,,,1.6,0.26,0.85,1.59,1.18,1.32,1.89,2.04,2.05,1.98,2.07,2.19,1.73,2019Q4,,,,,,,,,,,,
5309,系統電,,,,35.4,-0.5,-1.39,,,,,,,,,,,,,,,,-0.36,-0.45,-0.07,-0.21,-0.53,-0.21,-0.03,-0.34,-0.64,-0.36,-0.39,-0.43,-0.7,2019Q4,,,,,,,,,,,,
代號,名稱,,,,成交,漲跌 價,漲跌 幅,,,,,,,,,,,,,,,,平均 EPS (元),17Q1 EPS (元),17Q2 EPS (元),17Q3 EPS (元),17Q4 EPS (元),18Q1 EPS (元),18Q2 EPS (元),18Q3 EPS (元),18Q4 EPS (元),19Q1 EPS (元),19Q2 EPS (元),19Q3 EPS (元),19Q4 EPS (元),2019Q4,,,,,,,,,,,,
5310,天剛,,,,47,+0.3,+0.64,,,,,,,,,,,,,,,,-0.52,-0.04,0.05,-0.05,0.08,-0.04,0.03,-1.14,-1.59,-0.71,-0.55,-0.76,-1.52,2019Q4,,,,,,,,,,,,
5312,寶島科,,,,119.5,+0.5,+0.42,,,,,,,,,,,,,,,,1.3,1.72,0.78,1.62,0.94,0.55,1.16,1.21,1.29,1.24,1.3,1.59,2.18,2019Q4,,,,,,,,,,,,
5314,世紀*,,,,60.5,-5.1,-7.77,,,,,,,,,,,,,,,,-0.02,-0.58,-0.46,-0.32,1.26,-0.29,-0.02,0.6,-0.08,0.02,-0.04,-0.1,-0.28,2019Q4,,,,,,,,,,,,
5315,光聯,,,,20.1,-0.1,-0.5,,,,,,,,,,,,,,,,0.33,0.11,0.43,0.34,0.12,0.44,0.7,0.47,0.43,0.29,0.23,0.25,0.11,2019Q4,,,,,,,,,,,,
5321,美而快,,,,40,-0.45,-1.11,,,,,,,,,,,,,,,,0.11,-0.5,-0.09,0.19,-1.94,-0.13,0.9,0.55,0.85,0.1,0.81,0.58,0.02,2019Q4,,,,,,,,,,,,
5324,士開,,,,10.75,+0.25,+2.38,,,,,,,,,,,,,,,,-0.11,-0.43,0.01,-0.38,0.45,1.07,-0.29,-0.33,-0.39,-0.34,-0.34,-0.25,-0.05,2019Q4,,,,,,,,,,,,
5328,華容,,,,12.7,-0.05,-0.39,,,,,,,,,,,,,,,,0,0.05,-0.1,0.17,-0.03,0.11,0,0.04,-0.1,-0.16,-0.03,0.03,0.02,2019Q4,,,,,,,,,,,,
5340,建榮,,,,30.2,-0.1,-0.33,,,,,,,,,,,,,,,,0.17,0.09,0.2,0.19,0.16,0.18,0.27,0.25,0.16,0.17,0.13,0.17,0.11,2019Q4,,,,,,,,,,,,
5344,立衛,,,,13,0,0,,,,,,,,,,,,,,,,-0.14,-0.15,-0.03,-0.14,-0.18,-0.12,-0.09,-0.2,-0.28,-0.22,-0.12,-0.07,-0.07,2019Q4,,,,,,,,,,,,
5347,世界,,,,90,-1.8,-1.96,,,,,,,,,,,,,,,,0.84,0.7,0.6,0.71,0.74,0.7,0.87,1.02,1.18,0.85,0.9,0.91,0.91,2019Q4,,,,,,,,,,,,
5353,台林,,,,26.3,-0.2,-0.75,,,,,,,,,,,,,,,,0.23,-0.2,0.18,0.3,0.1,0.14,0.37,0.24,0.28,0.32,0.37,0.43,0.27,2019Q4,,,,,,,,,,,,
5356,協益,,,,27.3,0,0,,,,,,,,,,,,,,,,0.6,1.01,1.21,1,0.42,0,0.39,0.58,0.42,0.21,0.67,0.78,0.56,2019Q4,,,,,,,,,,,,
5371,中光電,,,,61.8,-0.2,-0.32,,,,,,,,,,,,,,,,0.94,0.64,0.6,0.96,1.83,0.45,1.04,1.55,1.61,0.22,0.45,1.08,0.9,2019Q4,,,,,,,,,,,,
5381,合正,,,,17.5,-0.4,-2.23,,,,,,,,,,,,,,,,-0.3,0.09,-3.55,0.01,0.02,0.01,0.06,-0.03,-0.22,-0.02,0,0,-0.03,2019Q4,,,,,,,,,,,,
5386,青雲,,,,61.4,+1.4,+2.33,,,,,,,,,,,,,,,,0.58,0.16,0.57,1.09,1.52,1.58,0.15,0.85,0.44,-0.16,0,0.49,0.3,2019Q4,,,,,,,,,,,,
5392,能率,,,,28.05,-0.3,-1.06,,,,,,,,,,,,,,,,0.32,0.75,0.09,0.91,0.31,0.42,0.2,0.23,-0.53,0.85,0.18,0.35,0.08,2019Q4,,,,,,,,,,,,
5398,慕康生醫,,,,16.9,+0.05,+0.3,,,,,,,,,,,,,,,,-0.03,0.52,0.15,0.1,-0.41,-0.09,-0.72,-0.82,0.37,-0.04,0.1,0,0.45,2019Q4,,,,,,,,,,,,
5403,中菲,,,,119,-1,-0.83,,,,,,,,,,,,,,,,0.9,1.02,0.85,1.08,0.79,0.68,0.63,0.76,1.01,0.63,0.82,0.95,1.57,2019Q4,,,,,,,,,,,,
代號,名稱,,,,成交,漲跌 價,漲跌 幅,,,,,,,,,,,,,,,,平均 EPS (元),17Q1 EPS (元),17Q2 EPS (元),17Q3 EPS (元),17Q4 EPS (元),18Q1 EPS (元),18Q2 EPS (元),18Q3 EPS (元),18Q4 EPS (元),19Q1 EPS (元),19Q2 EPS (元),19Q3 EPS (元),19Q4 EPS (元),2019Q4,,,,,,,,,,,,
5410,國眾,,,,28.4,+0.25,+0.89,,,,,,,,,,,,,,,,0.41,0.3,0.32,0.32,0.47,0.46,0.34,0.37,0.41,0.5,0.4,0.58,0.46,2019Q4,,,,,,,,,,,,
5425,台半,,,,41.55,-0.1,-0.24,,,,,,,,,,,,,,,,0.8,0.78,0.83,1.12,1.03,0.98,0.85,0.78,0.92,0.63,0.54,0.51,0.61,2019Q4,,,,,,,,,,,,
5426,振發,,,,21.9,-0.2,-0.9,,,,,,,,,,,,,,,,0.07,-0.11,0.21,0.16,-0.17,0.13,0.49,0.05,0.28,0.01,-0.18,0.12,-0.11,2019Q4,,,,,,,,,,,,
5432,新門,,,,128,+2,+1.59,,,,,,,,,,,,,,,,0.27,-0.35,0.13,0.11,-0.97,-0.07,0.6,0.2,0.19,0.16,0.06,0.14,3,2019Q4,,,,,,,,,,,,
5438,東友,,,,18.45,+0.1,+0.54,,,,,,,,,,,,,,,,0.32,0.21,0.51,0.93,0.32,0.3,0.08,0.74,0.3,-0.09,0.1,0.62,-0.19,2019Q4,,,,,,,,,,,,
5439,高技,,,,135,-2,-1.46,,,,,,,,,,,,,,,,0.69,0.52,0.69,0.64,0.48,0.66,0.99,0.87,0.89,0.68,0.75,0.59,0.56,2019Q4,,,,,,,,,,,,
5443,均豪,,,,63.6,-0.9,-1.4,,,,,,,,,,,,,,,,0.41,0.19,0.11,0.13,0.79,0.64,1.04,0.28,0.28,-0.31,0.6,0.86,0.35,2019Q4,,,,,,,,,,,,
5450,南良,,,,15,+0.2,+1.35,,,,,,,,,,,,,,,,0,-0.2,0.06,-0.04,0,-0.3,-0.11,0.1,-0.08,0.15,0.42,0.19,-0.18,2019Q4,,,,,,,,,,,,
5452,佶優,,,,27.4,+1.05,+3.98,,,,,,,,,,,,,,,,0.02,-0.08,0.15,0.05,-0.19,-0.06,-0.02,-0.05,0.23,0.07,0.07,0.06,0.03,2019Q4,,,,,,,,,,,,
5455,昇益,,,,38,+0.1,+0.26,,,,,,,,,,,,,,,,0.31,-0.16,-0.03,-0.27,-0.34,-0.18,-0.18,-0.02,1.84,-0.16,-0.07,3.4,-0.06,2019Q4,,,,,,,,,,,,
5457,宣德,,,,39.25,+0.5,+1.29,,,,,,,,,,,,,,,,0.29,-0.15,0.12,0.15,0.22,-0.29,0.11,0.76,0.42,0.07,0.28,1.02,0.82,2019Q4,,,,,,,,,,,,
5460,同協,,,,12.6,+0.1,+0.8,,,,,,,,,,,,,,,,0.12,0.11,0.22,0.07,0.05,-0.08,0.14,0.04,0.2,0.11,0.12,0.29,0.2,2019Q4,,,,,,,,,,,,
5464,霖宏,,,,23.05,-0.4,-1.71,,,,,,,,,,,,,,,,0.06,-2.18,0.11,0.24,-0.16,-0.72,2.28,0.59,0.73,0.45,0.44,-0.02,-1.03,2019Q4,,,,,,,,,,,,
5465,富驊,,,,31.3,+0.05,+0.16,,,,,,,,,,,,,,,,0.17,0.13,0.12,0.31,0.13,-0.06,0.17,0.01,0.3,0.19,0.14,0.24,0.35,2019Q4,,,,,,,,,,,,
5474,聰泰,,,,133,-2.5,-1.85,,,,,,,,,,,,,,,,1.68,0.56,0.7,1.19,2.46,1.32,1.97,2.26,2.02,1.46,2.35,1.66,2.25,2019Q4,,,,,,,,,,,,
5478,智冠,,,,101,0,0,,,,,,,,,,,,,,,,1,1.53,0.53,0.8,0.42,1.03,0.4,0.53,1.72,1.39,1.06,1.2,1.35,2019Q4,,,,,,,,,,,,
5483,中美晶,,,,102,+2,+2,,,,,,,,,,,,,,,,0.75,-0.7,0.22,1.34,0.94,1.23,1.7,1.42,-0.99,3.15,-3.92,2.76,1.86,2019Q4,,,,,,,,,,,,
5488,松普,,,,8.5,+0.07,+0.83,,,,,,,,,,,,,,,,0.11,0.15,-0.12,-0.07,-0.1,-0.12,0.21,1.61,0.14,-0.19,0,0.04,-0.27,2019Q4,,,,,,,,,,,,
代號,名稱,,,,成交,漲跌 價,漲跌 幅,,,,,,,,,,,,,,,,平均 EPS (元),17Q1 EPS (元),17Q2 EPS (元),17Q3 EPS (元),17Q4 EPS (元),18Q1 EPS (元),18Q2 EPS (元),18Q3 EPS (元),18Q4 EPS (元),19Q1 EPS (元),19Q2 EPS (元),19Q3 EPS (元),19Q4 EPS (元),2019Q4,,,,,,,,,,,,
5489,彩富,,,,44.85,-4.95,-9.94,,,,,,,,,,,,,,,,0.56,0.09,0.58,0.78,0.34,0.23,1.29,0.73,0.76,0.48,0.45,0.68,0.35,2019Q4,,,,,,,,,,,,
5490,同亨,,,,21.75,+0.25,+1.16,,,,,,,,,,,,,,,,0.34,0.54,0.66,-0.23,0.06,-0.69,0.02,0.7,0.27,0,0.22,0.57,2,2019Q4,,,,,,,,,,,,
5493,三聯,,,,66,-0.2,-0.3,,,,,,,,,,,,,,,,0.72,0.19,0.47,0.65,0.53,0.34,0.74,0.59,0.83,0.42,1.33,0.75,1.81,2019Q4,,,,,,,,,,,,
5498,凱崴,,,,8.69,-0.15,-1.7,,,,,,,,,,,,,,,,0.07,-0.11,0.03,0.03,0.28,0.03,0.08,0.19,-0.07,-0.02,0.01,0.27,0.16,2019Q4,,,,,,,,,,,,
5508,永信建,,,,130,+1,+0.78,,,,,,,,,,,,,,,,0.68,0.59,0.9,0.79,0.74,0.9,0.97,0.63,0.68,0.38,0.44,0.33,0.85,2019Q4,,,,,,,,,,,,
5511,德昌,,,,54.9,-0.5,-0.9,,,,,,,,,,,,,,,,0.97,0.32,0.4,0.32,1.27,0.43,0.66,2.08,1.38,1.18,1.11,1.4,1.06,2019Q4,,,,,,,,,,,,
5512,力麒,,,,8.67,-0.09,-1.03,,,,,,,,,,,,,,,,0.18,0.93,-0.03,0.04,0,0.01,0.06,0.1,-0.07,-0.03,0.95,0.12,0.09,2019Q4,,,,,,,,,,,,
5514,三豐,,,,19,+0.15,+0.8,,,,,,,,,,,,,,,,0.23,0.19,-0.08,0.05,0.57,0.24,-0.04,0.15,-0.23,0.76,0.16,0.98,0,2019Q4,,,,,,,,,,,,
5520,力泰,,,,77.2,-0.4,-0.52,,,,,,,,,,,,,,,,0.35,0.54,0.32,0.33,0.11,0.21,0.17,0.2,0.31,0.16,0.5,0.54,0.85,2019Q4,,,,,,,,,,,,
5523,豐謙,,,,31,+1.25,+4.2,,,,,,,,,,,,,,,,0.19,0.1,0.54,0.19,0.57,0.2,0.35,0.09,0.12,0.05,0.12,0.04,-0.03,2019Q4,,,,,,,,,,,,
5530,龍巖,,,,68.8,-1.9,-2.69,,,,,,,,,,,,,,,,1.26,0.58,1.04,1.61,1.2,1.14,1.7,1.54,0.82,1.54,0.61,2.44,0.89,2019Q4,,,,,,,,,,,,
5536,聖暉*,,,,339,-5,-1.45,,,,,,,,,,,,,,,,4.64,4.47,4.57,3.46,4.45,3.71,8.01,5.59,2.22,4.33,5.45,4.58,4.81,2019Q4,,,,,,,,,,,,
5548,安倉,,,,26.9,-0.95,-3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
5601,台聯櫃,,,,36,+0.8,+2.27,,,,,,,,,,,,,,,,0.07,0.09,0.06,0.08,0.07,0.09,0.09,0.07,0.05,0.08,0.08,0.06,0.01,2019Q4,,,,,,,,,,,,
5603,陸海,,,,20.9,+0.4,+1.95,,,,,,,,,,,,,,,,0.07,0.21,0.28,0.29,0.14,0.07,0.06,0.06,-0.13,-0.06,0.02,-0.12,0.01,2019Q4,,,,,,,,,,,,
5604,中連,,,,36.9,-0.15,-0.4,,,,,,,,,,,,,,,,0.9,0.05,0.03,0.08,0.62,3.52,0.07,0.09,0.35,0.03,4.9,-0.05,1.16,2019Q4,,,,,,,,,,,,
5609,中菲行,,,,75.9,-0.6,-0.78,,,,,,,,,,,,,,,,0.58,0.35,0.42,0.53,0.37,0.37,0.58,0.5,0.65,0.59,1.04,0.83,0.74,2019Q4,,,,,,,,,,,,
5703,亞都,,,,16.25,-0.1,-0.61,,,,,,,,,,,,,,,,-0.11,0.14,-0.09,-0.42,0.27,-0.32,-0.28,-0.41,0.21,-0.12,-0.4,-0.25,0.33,2019Q4,,,,,,,,,,,,
代號,名稱,,,,成交,漲跌 價,漲跌 幅,,,,,,,,,,,,,,,,平均 EPS (元),17Q1 EPS (元),17Q2 EPS (元),17Q3 EPS (元),17Q4 EPS (元),18Q1 EPS (元),18Q2 EPS (元),18Q3 EPS (元),18Q4 EPS (元),19Q1 EPS (元),19Q2 EPS (元),19Q3 EPS (元),19Q4 EPS (元),2019Q4,,,,,,,,,,,,
5704,老爺知,,,,24.9,+0.15,+0.61,,,,,,,,,,,,,,,,0.13,0.23,-0.18,0.04,0.09,0.24,-0.03,0.2,0.1,0.37,0.04,0.22,0.23,2019Q4,,,,,,,,,,,,
5864,致和證,,,,12.4,-0.15,-1.2,,,,,,,,,,,,,,,,0.26,0.34,0.13,0.16,-0.04,1.68,0.32,0.09,-0.09,0.35,0.14,0.22,-0.12,2019Q4,,,,,,,,,,,,
5878,台名,,,,41.5,0,0,,,,,,,,,,,,,,,,0.84,1.07,0.68,1.28,0.76,0.79,1.05,0.57,0.79,0.53,0.83,0.85,0.84,2019Q4,,,,,,,,,,,,
5902,德記,,,,43.55,+1.65,+3.94,,,,,,,,,,,,,,,,0.1,0.04,0.08,0.15,0.02,0.04,0.13,0.08,0.09,0.06,0.16,0.17,0.2,2019Q4,,,,,,,,,,,,
5903,全家,,,,201.5,+4,+2.03,,,,,,,,,,,,,,,,1.81,0.53,1.93,2.24,1.6,1.02,2.2,2.43,1.59,1.02,2.39,2.64,2.16,2019Q4,,,,,,,,,,,,
5904,寶雅,,,,474,-5,-1.04,,,,,,,,,,,,,,,,4.29,3.37,3.01,4.41,3.84,4.54,3.75,4.93,4.28,4.65,4.34,5.13,5.19,2019Q4,,,,,,,,,,,,
6015,宏遠證,,,,10.2,+0.05,+0.49,,,,,,,,,,,,,,,,-0.02,0.06,0.04,0.43,0.05,-0.08,0.15,-0.79,-0.48,0.29,-0.14,0.13,0.12,2019Q4,,,,,,,,,,,,
6016,康和證,,,,11.25,-0.1,-0.88,,,,,,,,,,,,,,,,0.09,0.2,-0.08,0.6,0.39,-0.25,0.17,-0.15,-0.22,0.09,0.02,0.13,0.22,2019Q4,,,,,,,,,,,,
6020,大展證,,,,18.6,0,0,,,,,,,,,,,,,,,,0.12,0.36,0.01,0.49,0.09,-0.03,0.33,-0.18,-0.14,0.25,-0.27,0.2,0.27,2019Q4,,,,,,,,,,,,
6021,美好證,,,,21.45,-0.05,-0.23,,,,,,,,,,,,,,,,0.11,0.16,0.13,0.18,0.08,0.13,0.24,0.32,-0.05,0,0.01,0.06,0.01,2019Q4,,,,,,,,,,,,
6023,元大期,,,,79.6,-1,-1.24,,,,,,,,,,,,,,,,1.08,0.7,0.78,1.15,1.12,0.89,0.97,1.09,1.36,1.09,1.45,1.35,1,2019Q4,,,,,,,,,,,,
6026,福邦證,,,,11.95,-0.05,-0.42,,,,,,,,,,,,,,,,0.26,0.43,0.57,0.53,0.48,0.34,0.12,0,-0.3,0.39,0.02,0.33,0.26,2019Q4,,,,,,,,,,,,
6101,寬魚國際,,,,38.25,+0.45,+1.19,,,,,,,,,,,,,,,,0.07,-0.18,0.64,0.07,-0.06,0.01,0.1,-0.09,0.28,0.06,0.06,0.01,-0.09,2019Q4,,,,,,,,,,,,
6103,合邦,,,,45.65,-0.1,-0.22,,,,,,,,,,,,,,,,0.08,0.1,0.12,0.12,0.19,-0.04,-0.07,0.28,0.09,0.03,0.07,0.07,0.01,2019Q4,,,,,,,,,,,,
6104,創惟,,,,125.5,0,0,,,,,,,,,,,,,,,,0.53,-0.21,0.63,0.61,0.43,0.25,1.16,0.84,0.49,0.3,0.64,0.73,0.55,2019Q4,,,,,,,,,,,,
6111,大宇資,,,,50.3,-0.7,-1.37,,,,,,,,,,,,,,,,0.75,0.7,0.64,-0.2,-0.76,1.42,-0.41,0.1,0.73,0.08,9.74,-2.16,-0.87,2019Q4,,,,,,,,,,,,
6114,久威,,,,32,-0.5,-1.54,,,,,,,,,,,,,,,,1.2,1.63,2.01,1.83,-2.47,0.28,1.73,2.69,2.51,0.61,1.97,1.56,0.02,2019Q4,,,,,,,,,,,,
6118,建達,,,,15.85,-0.15,-0.94,,,,,,,,,,,,,,,,-0.04,-0.1,0.01,0.08,0.11,0.15,0.09,-0.03,-0.52,-0.21,-0.16,0.06,0.02,2019Q4,,,,,,,,,,,,
代號,名稱,,,,成交,漲跌 價,漲跌 幅,,,,,,,,,,,,,,,,平均 EPS (元),17Q1 EPS (元),17Q2 EPS (元),17Q3 EPS (元),17Q4 EPS (元),18Q1 EPS (元),18Q2 EPS (元),18Q3 EPS (元),18Q4 EPS (元),19Q1 EPS (元),19Q2 EPS (元),19Q3 EPS (元),19Q4 EPS (元),2019Q4,,,,,,,,,,,,
6121,新普,,,,335.5,-1.5,-0.45,,,,,,,,,,,,,,,,3.98,1.8,1.82,2.93,3.22,3.1,4,4.6,5.65,3.24,4.66,6.64,6.14,2019Q4,,,,,,,,,,,,
6122,擎邦,,,,44.65,-0.2,-0.45,,,,,,,,,,,,,,,,0.24,0.21,0,0.41,-0.36,-0.67,0.37,-0.21,0.71,1.68,0.32,0.03,0.42,2019Q4,,,,,,,,,,,,
6123,上奇,,,,52.1,+0.1,+0.19,,,,,,,,,,,,,,,,0.86,0.24,0.75,1.02,1.05,0.62,0.8,0.97,1.16,0.75,0.62,1.05,1.31,2019Q4,,,,,,,,,,,,
6126,信音,,,,22.35,-0.05,-0.22,,,,,,,,,,,,,,,,0.23,0.3,0.31,0.42,0.12,-0.35,0.34,0.21,0.19,0.21,0.26,0.43,0.33,2019Q4,,,,,,,,,,,,
6134,萬旭,,,,19.45,-0.45,-2.26,,,,,,,,,,,,,,,,0.04,0.1,0.34,0.16,0.08,-0.18,0,0.11,-0.17,-0.19,0.19,0.07,0.01,2019Q4,,,,,,,,,,,,
6138,茂達,,,,146.5,-2.5,-1.68,,,,,,,,,,,,,,,,1,0.48,0.6,0.96,0.77,0.72,1.04,1.6,0.9,1.02,1,1.5,1.39,2019Q4,,,,,,,,,,,,
6140,訊達,,,,40.55,+3.65,+9.89,,,,,,,,,,,,,,,,0.03,-0.25,0.04,0.23,0.21,-0.12,-0.01,0.05,0.14,-0.13,-0.13,0.08,0.24,2019Q4,,,,,,,,,,,,
6143,振曜,,,,108.5,+3.5,+3.33,,,,,,,,,,,,,,,,0.54,-3.21,1.27,0.32,0.5,-1.28,3.57,1.12,1.1,0.57,0.93,0.79,0.74,2019Q4,,,,,,,,,,,,
6146,耕興,,,,173,-3,-1.7,,,,,,,,,,,,,,,,1.88,1.61,2.04,2.06,1.97,1.61,1.94,2.15,1.9,1.64,1.76,1.9,1.97,2019Q4,,,,,,,,,,,,
6147,頎邦,,,,58,0,0,,,,,,,,,,,,,,,,1.39,0.41,0.78,1.08,1.2,0.58,1.15,4.17,1.05,1.5,1.54,1.84,1.4,2019Q4,,,,,,,,,,,,
6148,驊宏資,,,,60.4,-4.9,-7.5,,,,,,,,,,,,,,,,-0.01,-0.57,-0.56,-0.45,0.13,0.1,0.13,0.2,0.26,-0.03,0.21,0.17,0.25,2019Q4,,,,,,,,,,,,
6151,晉倫,,,,28.4,-0.25,-0.87,,,,,,,,,,,,,,,,0.41,0.67,0.52,0.47,0.44,0.31,0.43,0.3,0.42,0.19,0.27,0.39,0.48,2019Q4,,,,,,,,,,,,
6154,順發,,,,13.8,-0.2,-1.43,,,,,,,,,,,,,,,,0.19,0.43,0.19,0.28,0.22,0.42,0.05,0.2,0.06,0.22,0.01,0.13,0.04,2019Q4,,,,,,,,,,,,
6156,松上,,,,25,0,0,,,,,,,,,,,,,,,,0.37,0.14,1.04,0.43,0.08,-0.49,0.9,0.8,0.49,0.08,0.27,0.47,0.23,2019Q4,,,,,,,,,,,,
6158,禾昌,,,,22.55,+0.05,+0.22,,,,,,,,,,,,,,,,0.39,0.15,0.1,0.41,0.01,2,0.49,0.8,0.32,0.12,0.1,0.22,-0.04,2019Q4,,,,,,,,,,,,
6161,捷波,,,,43.2,-0.55,-1.26,,,,,,,,,,,,,,,,0.47,0.29,0.35,0.43,0.74,0.67,0.25,0.37,0.42,0.42,0.5,0.6,0.56,2019Q4,,,,,,,,,,,,
6163,華電網,,,,19.45,+0.1,+0.52,,,,,,,,,,,,,,,,0.24,-0.41,-0.43,1.53,0.47,-0.27,0.03,0.42,0.83,-0.07,-0.49,0.2,1.06,2019Q4,,,,,,,,,,,,
6167,久正,,,,10.4,+0.05,+0.48,,,,,,,,,,,,,,,,0.24,0.2,0.23,0.18,0.19,0.13,0.35,0.42,0.24,0.12,0.3,0.37,0.16,2019Q4,,,,,,,,,,,,
代號,名稱,,,,成交,漲跌 價,漲跌 幅,,,,,,,,,,,,,,,,平均 EPS (元),17Q1 EPS (元),17Q2 EPS (元),17Q3 EPS (元),17Q4 EPS (元),18Q1 EPS (元),18Q2 EPS (元),18Q3 EPS (元),18Q4 EPS (元),19Q1 EPS (元),19Q2 EPS (元),19Q3 EPS (元),19Q4 EPS (元),2019Q4,,,,,,,,,,,,
6170,統振,,,,49.65,+0.05,+0.1,,,,,,,,,,,,,,,,0.08,-0.05,-0.03,0.01,0.09,0.04,-0.06,-0.08,0.1,0.11,0.19,0.33,0.32,2019Q4,,,,,,,,,,,,
6171,大城地產,,,,35,+0.5,+1.45,,,,,,,,,,,,,,,,0.07,0.03,0.08,0.11,0.31,0.13,0.12,0.01,0.05,0.21,-0.03,-0.02,-0.11,2019Q4,,,,,,,,,,,,
6173,信昌電,,,,34,-0.35,-1.02,,,,,,,,,,,,,,,,1.26,0.35,0.49,0.57,0.58,0.87,2.66,3.04,2.05,1.58,1.03,1,0.88,2019Q4,,,,,,,,,,,,
6174,安碁,,,,17.75,0,0,,,,,,,,,,,,,,,,0.13,0,0.2,0.21,0.09,0.12,0.56,0.3,0.08,0,0.01,-0.01,0.01,2019Q4,,,,,,,,,,,,
6175,立敦,,,,32,+0.15,+0.47,,,,,,,,,,,,,,,,0.46,0.14,0.36,1.51,0.45,0.57,0.64,0.62,0.4,0.39,0.12,0.1,0.27,2019Q4,,,,,,,,,,,,
6180,橘子,,,,70.6,0,0,,,,,,,,,,,,,,,,1.3,0.34,0.17,-0.53,0.17,2.41,3.09,3.11,1.77,2.07,0.03,1.84,1.18,2019Q4,,,,,,,,,,,,
6182,合晶,,,,19.9,+0.35,+1.79,,,,,,,,,,,,,,,,0.58,0.03,0.15,0.25,0.25,0.51,0.95,1.34,1.04,0.94,0.74,0.6,0.13,2019Q4,,,,,,,,,,,,
6185,幃翔,,,,17.15,+0.95,+5.86,,,,,,,,,,,,,,,,0.23,0.34,0.31,0.41,0.41,-0.1,0.35,0.31,0.26,-0.03,0.16,0.27,0.03,2019Q4,,,,,,,,,,,,
6186,新潤,,,,61.5,+0.6,+0.99,,,,,,,,,,,,,,,,0.32,0.23,-0.3,-0.37,0.52,-0.46,-0.34,-0.53,0.86,0.01,-0.01,-0.54,4.75,2019Q4,,,,,,,,,,,,
6187,萬潤,,,,242,+1,+0.41,,,,,,,,,,,,,,,,0.69,0.26,1.46,1.37,0.5,0.77,1.76,0.86,0.35,0.34,0.39,0.39,-0.12,2019Q4,,,,,,,,,,,,
6188,廣明,,,,76.5,0,0,,,,,,,,,,,,,,,,0.35,0.25,0.41,-0.09,0.45,0.12,0.1,0.37,0.73,0.59,0.49,0.5,0.27,2019Q4,,,,,,,,,,,,
6190,萬泰科,,,,34.15,-0.15,-0.44,,,,,,,,,,,,,,,,0.28,0.23,0.25,0.25,0.19,0.44,0.45,0.25,0.27,0.45,0.42,0.23,-0.05,2019Q4,,,,,,,,,,,,
6194,育富,,,,32.8,-0.2,-0.61,,,,,,,,,,,,,,,,0.16,-0.13,-0.27,-0.1,-0.05,-0.22,0.14,0.39,0.49,0.23,0.49,0.6,0.34,2019Q4,,,,,,,,,,,,
6195,詩肯,,,,31.5,0,0,,,,,,,,,,,,,,,,0.92,1.12,0.98,1.39,1.56,1.36,0.64,0.81,0.9,0.56,0.19,0.41,1.09,2019Q4,,,,,,,,,,,,
