季度,代碼,名稱,營業收入,營業損益,業外收入,稅前損益,稅後損益,每股EPS
2021Q1,2892,第一金,"18,633,700","6,003,806",--,"6,003,806","5,029,419",0.39
2021Q1,2897,王道銀行,"2,882,890","1,151,801",--,"1,151,801","842,053",0.17
2021Q1,2901,欣欣,"25,430","1,567","3,804","5,371","4,273",0.06
2021Q1,2903,遠百,"9,342,220","1,274,557","-28,189","1,246,368","995,721",0.50
2021Q1,2904,匯僑,"133,590","33,367","13,518","46,885","40,072",0.58
2021Q1,2905,三商,"53,403,330","1,851,295",--,"2,513,191","1,851,295",1.04
2021Q1,2906,高林,"1,876,900","63,508","17,448","80,956","60,362",0.05
2021Q1,2908,特力,"11,576,600","308,511","64,363","372,874","285,519",0.56
2021Q1,2910,統領,"204,470","32,329","12,928","45,257","37,217",0.21
2021Q1,2911,麗嬰房,"976,140","-79,347","18,578","-60,769","-66,770",-0.37
2021Q1,2912,統一超,"65,053,200","3,157,598","244,582","3,402,180","2,971,817",2.61
2021Q1,2913,農林,"91,380","-38,137","32,934","-5,203","2,398",0.00
2021Q1,2915,潤泰全,"642,490","-34,427","6,894,373","6,859,946","6,810,256",12.80
2021Q1,2923,鼎固-KY,"1,345,250","577,209","472,313","1,049,522","768,508",0.44
2021Q1,2929,淘帝-KY,"814,140","-101,226","17,803","-83,423","-82,533",-0.75
2021Q1,2936,客思達-KY,"2,353,470","52,982","-18,724","34,258","24,649",0.32
2021Q1,2939,凱羿-KY,"322,230","10,058",417,"10,475","6,553",0.14
2021Q1,3002,歐格,"133,540","-8,157","12,422","4,265","2,963",0.02
2021Q1,3003,健和興,"1,061,550","232,506","28,663","261,169","190,168",1.20
2021Q1,3004,豐達科,"331,790","-32,176","7,543","-24,633","-24,633",-0.47
2021Q1,3005,神基,"7,243,030","568,439","40,055","608,494","501,822",0.85
2021Q1,3006,晶豪科,"4,971,480","633,049","97,690","730,739","642,563",2.30
2021Q1,3008,大立光,"11,819,840","6,346,889","155,771","6,502,660","5,315,245",39.62
2021Q1,3010,華立,"16,283,540","726,214","147,564","873,778","668,916",2.58
2021Q1,3011,今皓,"304,230","-45,927","7,224","-38,703","-32,974",-0.29
2021Q1,3013,晟銘電,"1,058,730","1,115","13,882","14,997","12,905",0.08
2021Q1,3014,聯陽,"1,521,950","399,005","30,559","429,564","374,767",2.33
2021Q1,3015,全漢,"3,948,570","176,045","5,144","181,189","138,154",0.70
2021Q1,3016,嘉晶,"1,114,620","56,902",72,"56,974","45,579",0.16
2021Q1,3017,奇鋐,"10,598,800","842,761","53,068","895,829","634,256",1.53
2021Q1,3018,同開,"433,250","-15,210","-5,663","-20,873","-25,389",-0.33
2021Q1,3019,亞光,"4,728,530","447,263",973,"448,236","385,897",1.08
2021Q1,3021,鴻名,"809,430","50,737","-5,142","45,595","33,463",0.36
2021Q1,3022,威強電,"1,426,590","206,610","113,519","320,129","257,542",1.46
2021Q1,3023,信邦,"5,991,550","761,838","41,431","803,269","617,285",2.52
2021Q1,3024,憶聲,"395,930","8,860","10,000","18,860","17,435",0.06
2021Q1,3025,星通,"121,760","-13,443",-906,"-14,349","-13,772",-0.19
2021Q1,3026,禾伸堂,"4,407,910","568,547","6,292","574,839","504,260",3.45
2021Q1,3027,盛達,"200,710","-3,193","14,958","11,765","5,118",0.05
2021Q1,3028,增你強,"10,468,070","253,969","-8,407","245,562","192,557",0.90
2021Q1,3029,零壹,"2,895,490","131,999","13,542","145,541","115,331",0.92
2021Q1,3030,德律,"1,347,770","386,525","3,154","389,679","295,592",1.25
2021Q1,3031,佰鴻,"336,220","35,532","22,433","57,965","49,180",0.28
2021Q1,3032,偉訓,"2,490,790","99,801","23,811","123,612","88,857",0.64
2021Q1,3033,威健,"15,823,150","397,776","-16,411","381,365","274,054",0.75
2021Q1,3034,聯詠,"26,366,520","7,210,532","75,690","7,286,222","5,875,214",9.66
2021Q1,3035,智原,"1,534,980","138,759","69,576","208,335","178,993",0.68
2021Q1,3036,文曄,"97,646,380","2,015,354","-117,193","1,898,161","1,495,654",1.92
2021Q1,3037,欣興,"21,823,180","1,234,486","1,313,053","2,547,539","2,194,989",1.49
2021Q1,3038,全台,"944,760","64,888","-4,160","60,728","50,844",0.34
2021Q1,3040,遠見,"43,440","15,644","39,181","54,825","40,128",0.64
2021Q1,3041,揚智,"568,580","-69,503","-5,673","-75,176","-77,341",-0.41
2021Q1,3042,晶技,"3,310,710","711,020","42,522","753,542","631,850",2.04
2021Q1,3043,科風,"222,620","-10,027","6,388","-3,639","-3,639",-0.01
2021Q1,3044,健鼎,"15,101,050","1,549,616","223,665","1,773,281","1,408,287",2.68
2021Q1,3045,台灣大,"35,312,590","3,640,164","8,825","3,648,989","3,266,845",1.01
2021Q1,3046,建碁,"484,870","14,251",783,"15,034","11,529",0.13
2021Q1,3047,訊舟,"1,210,080","-30,722","-4,314","-35,036","-37,032",-0.16
2021Q1,3048,益登,"24,554,480","364,021","-34,189","329,832","268,480",1.20
2021Q1,3049,和鑫,"945,710","250,812","48,824","299,636","241,124",0.30
2021Q1,3050,鈺德,"246,860","35,130","3,362","38,492","30,473",0.17
2021Q1,3051,力特,"752,260","96,655","606,089","702,744","598,110",1.84
2021Q1,3052,夆典,"821,030","48,005","6,293","54,298","40,465",0.20
2021Q1,3054,立萬利,"13,550","-19,325","31,201","11,876","11,434",0.14
2021Q1,3055,蔚華科,"1,080,210","-84,042","-17,732","-101,774","-104,575",-1.06
2021Q1,3056,總太,"3,568,030","953,620","1,788","955,408","762,628",3.62
2021Q1,3057,喬鼎,"213,220","-8,591","-1,167","-9,758","-10,200",-0.12
2021Q1,3058,立德,"1,014,050","-77,820","25,478","-52,342","-52,301",-0.33
2021Q1,3059,華晶科,"1,980,860","28,097","39,689","67,786","40,803",0.12
2021Q1,3060,銘異,"870,520","-5,199","9,462","4,263","-5,349",-0.04
2021Q1,3062,建漢,"1,053,210","-1,318","-12,011","-13,329","-16,308",-0.05
2021Q1,3090,日電貿,"2,775,090","306,841","-2,118","304,723","239,946",1.25
2021Q1,3094,聯傑,"67,450","11,771","9,227","20,998","16,841",0.21
2021Q1,3130,一零四,"437,900","101,744","4,127","105,871","103,511",3.13
2021Q1,3149,正達,"624,420","-29,055","23,490","-5,565","-5,565",-0.03
2021Q1,3164,景岳,"103,770","39,040",-242,"38,798","29,958",0.35
2021Q1,3167,大量,"958,000","116,860","5,126","121,986","80,235",1.01
2021Q1,3189,景碩,"7,225,990","437,514","13,504","451,018","372,608",0.57
2021Q1,3209,全科,"11,594,120","213,787","6,753","220,540","171,034",0.92
2021Q1,3229,晟鈦,"102,920","-15,726","9,434","-6,292","-6,752",-0.05
2021Q1,3231,緯創,"177,359,390","3,077,361","-1,837,324","1,240,037","949,525",0.04
2021Q1,3257,虹冠電,"278,970","87,466","7,122","94,588","82,659",1.14
2021Q1,3266,昇陽,"204,310","-11,461","4,735","-6,726","-8,032",-0.03
2021Q1,3296,勝德,"633,120","-55,348","14,657","-40,691","-34,597",-0.36
2021Q1,3305,昇貿,"1,712,240","166,022","3,480","169,502","122,615",1.04
2021Q1,3308,聯德,"64,120","-28,423","14,854","-13,569","3,527",0.04
2021Q1,3311,閎暉,"470,660","15,018","6,917","21,935","14,090",0.23
2021Q1,3312,弘憶股,"4,095,780","74,580","7,379","81,959","65,296",0.52
2021Q1,3321,同泰,"524,490","-28,332","1,652","-26,680","-29,791",-0.19
2021Q1,3338,泰碩,"1,139,480","20,046",-960,"19,086","11,302",0.13
2021Q1,3346,麗清,"1,503,400","43,984","12,324","56,308","44,527",0.52
2021Q1,3356,奇偶,"264,130","15,607","32,820","48,427","45,859",0.51
2021Q1,3376,新日興,"3,142,950","460,153","33,787","493,940","294,807",1.54
2021Q1,3380,明泰,"7,193,290","150,785","4,853","155,638","117,363",0.21
2021Q1,3383,新世紀,"141,540","-48,055","29,251","-18,804","-19,585",-0.28
2021Q1,3406,玉晶光,"2,564,240","343,190","13,715","356,905","279,694",2.50
2021Q1,3413,京鼎,"2,697,290","362,055","65,241","427,296","307,632",3.45
2021Q1,3416,融程電,"584,700","104,154","-1,828","102,326","81,844",1.13
2021Q1,3419,譁裕,"326,640","-12,095","5,028","-7,067","-7,067",-0.06
2021Q1,3432,台端,"8,890","-5,744","31,639","25,895","22,564",0.34
2021Q1,3437,榮創,"1,533,370","31,638","5,858","37,496","32,176",0.22
2021Q1,3443,創意,"3,312,190","353,842","14,009","367,851","307,889",2.30
2021Q1,3450,聯鈞,"1,741,560","264,159","-4,528","259,631","186,320",0.62
2021Q1,3454,晶睿,"1,281,270","66,727","-1,264","65,463","47,089",0.60
2021Q1,3481,群創,"83,838,700","14,880,739","-2,282,881","12,597,858","11,567,018",1.15
2021Q1,3494,誠研,"102,690","-65,791","-11,409","-77,200","-77,677",-0.34
2021Q1,3501,維熹,"1,182,820","89,885","21,441","111,326","79,203",0.67
2021Q1,3504,揚明光,"1,034,520","-34,282","6,865","-27,417","-32,923",-0.28
2021Q1,3515,華擎,"4,675,960","646,876","2,904","649,780","510,874",4.14
2021Q1,3518,柏騰,"191,140","5,268","2,167","7,435","-6,397",-0.08
2021Q1,3528,安馳,"1,536,030","100,511","-1,225","99,286","78,998",1.20
2021Q1,3530,晶相光,"923,360","134,599","3,486","138,085","118,032",1.53
2021Q1,3532,台勝科,"2,953,650","440,340","-43,863","396,477","326,316",0.84
2021Q1,3533,嘉澤,"4,743,570","1,020,298","74,212","1,094,510","834,347",8.06
2021Q1,3535,晶彩科,"498,800","58,299","1,213","59,512","55,787",0.71
2021Q1,3536,誠創,"149,450","-19,959","19,157",-802,-802,0.01
2021Q1,3545,敦泰,"4,349,850","925,494","52,919","978,413","836,951",4.24
2021Q1,3550,聯穎,"1,121,450","48,489","9,513","58,002","39,087",0.46
2021Q1,3557,嘉威,"1,474,280","254,857","-10,531","244,326","233,755",3.23
2021Q1,3563,牧德,"688,630","268,153","-2,982","265,171","213,122",4.81
2021Q1,3576,聯合再生,"3,004,970","-460,765","-89,770","-550,535","-554,210",-0.20
2021Q1,3583,辛耘,"956,560","12,786","23,537","36,323","20,098",0.25
2021Q1,3588,通嘉,"429,350","42,155","-2,204","39,951","32,811",0.70
2021Q1,3591,艾笛森,"541,550","41,188","2,924","44,112","37,796",0.29
2021Q1,3593,力銘,"168,420","2,952","-2,293",659,68,0.00
2021Q1,3596,智易,"9,624,820","616,177","-31,952","584,225","455,427",2.20
2021Q1,3605,宏致,"2,303,010","151,549","36,993","188,542","150,882",1.24
2021Q1,3607,谷崧,"940,680","-80,570","19,053","-61,517","-61,789",-0.48
2021Q1,3617,碩天,"2,260,110","88,282","11,926","100,208","73,903",0.90
2021Q1,3622,洋華,"337,230","22,859","13,141","36,000","36,000",0.19
2021Q1,3645,達邁,"597,620","124,685","-7,896","116,789","88,487",0.69
2021Q1,3653,健策,"1,853,660","319,839","-32,179","287,660","216,668",1.79
2021Q1,3661,世芯-KY,"2,658,680","500,941","6,709","507,650","387,732",5.68
2021Q1,3665,貿聯-KY,"6,134,210","402,595","28,969","431,564","307,871",2.35
2021Q1,3669,圓展,"1,000,140","243,522","-8,635","234,887","203,487",2.19
2021Q1,3673,TPK-KY,"29,185,510","67,602","305,470","373,072","338,811",0.86
2021Q1,3679,新至陞,"1,404,290","309,575","34,236","343,811","217,879",3.49
2021Q1,3682,亞太電,"3,046,690","-1,306,709","4,577","-1,302,132","-1,418,382",-0.37
2021Q1,3686,達能,"33,080","-17,334","-1,907","-19,241","-19,241",-0.17
2021Q1,3694,海華,"2,439,570","11,327","-4,931","6,396","5,911",0.04
2021Q1,3701,大眾控,"2,179,470","26,850","50,739","77,589","60,964",0.18
2021Q1,3702,大聯大,"177,114,910","2,986,367","-5,970","2,980,397","2,456,299",1.44
2021Q1,3703,欣陸,"6,352,680","642,290","-79,957","562,333","503,609",0.58
2021Q1,3704,合勤控,"6,876,870","222,549","-55,827","166,722","125,944",0.29
2021Q1,3705,永信,"1,778,830","205,006","14,854","219,860","168,631",0.62
2021Q1,3706,神達,"11,427,520","-20,880","723,087","702,207","676,341",0.57
2021Q1,3708,上緯投控,"2,625,460","77,613","-2,934","74,679","81,648",0.59
2021Q1,3711,日月光投控,"119,469,780","11,066,307","271,633","11,337,940","8,848,373",1.99
2021Q1,3712,永崴投控,"2,251,000","281,643","-3,662","277,981","201,844",0.39
2021Q1,4104,佳醫,"1,629,330","158,335","43,247","201,582","162,099",0.93
2021Q1,4106,雃博,"580,870","46,487","-4,605","41,882","29,675",0.29
2021Q1,4108,懷特,"25,170","-37,587","2,549","-35,038","-35,038",-0.14
2021Q1,4119,旭富,"323,630","57,354","-5,476","51,878","41,673",0.52
2021Q1,4133,亞諾法,"114,330","11,982",221,"12,203","9,762",0.16
2021Q1,4137,麗豐-KY,"1,108,180","391,055","83,165","474,220","310,633",3.91
2021Q1,4141,龍燈-KY,"2,110,790","3,558","-185,098","-181,540","-223,335",-1.28
2021Q1,4142,國光生,"6,930","-277,852","17,691","-260,161","-260,161",-0.58
2021Q1,4155,訊映,"295,950","18,080","16,754","34,834","27,337",0.32
2021Q1,4164,承業醫,"641,060","139,929","2,471","142,400","105,058",0.67
2021Q1,4190,佐登-KY,"727,920","103,537",-571,"102,966","71,392",1.22
2021Q1,4306,炎洲,"3,938,330","255,755","863,354","1,119,109","1,003,642",1.83
2021Q1,4414,如興,"4,294,610","-257,248","-3,506","-260,754","-249,792",-0.32
2021Q1,4426,利勤,"223,380","-69,357","-2,098","-71,455","-57,685",-0.33
2021Q1,4438,廣越,"1,549,040","-123,282","10,824","-112,458","-88,146",-1.05
2021Q1,4439,冠星-KY,"1,505,180","162,432","-1,959","160,473","126,423",4.03
2021Q1,4526,東台,"1,835,720","-64,656","-33,534","-98,190","-78,678",-0.30
2021Q1,4532,瑞智,"5,830,120","199,049","16,692","215,741","145,658",0.27
2021Q1,4536,拓凱,"2,009,960","272,756","48,926","321,682","251,434",2.51
2021Q1,4540,全球傳動,"644,860","23,789",534,"24,323","9,088",0.10
2021Q1,4545,銘鈺,"457,500","4,238","2,315","6,553","1,594",0.02
2021Q1,4551,智伸科,"2,262,280","403,927","39,872","443,799","341,407",3.00
2021Q1,4552,力達-KY,"896,740","76,885","-1,382","75,503","50,619",0.44
2021Q1,4555,氣立,"447,580","64,668","-5,215","59,453","46,212",0.66
2021Q1,4557,永新-KY,"396,080","38,531","9,386","47,917","39,824",1.01
2021Q1,4560,強信-KY,"341,230","32,327","-5,776","26,551","18,971",0.28
2021Q1,4562,穎漢,"178,920","-28,311","5,385","-22,926","-23,069",-0.35
2021Q1,4564,元翎,"581,910","127,476","-7,298","120,178","93,893",0.51
2021Q1,4566,時碩工業,"1,132,690","56,060","14,587","70,647","54,098",0.78
2021Q1,4571,鈞興-KY,"726,530","133,887","14,812","148,699","127,702",2.68
2021Q1,4572,駐龍,"73,370","5,583","1,267","6,850","5,616",0.16
2021Q1,4576,大銀微系統,"694,980","75,838","1,911","77,749","66,384",0.48
2021Q1,4720,德淵,"831,770","13,742",-805,"12,937","7,958",0.07
2021Q1,4722,國精化,"1,133,780","99,966","17,976","117,942","91,561",0.94
2021Q1,4737,華廣,"463,800","9,929",-707,"9,222","12,492",0.20
2021Q1,4739,康普,"1,693,130","114,152","11,340","125,492","95,392",1.00
2021Q1,4746,台耀,"736,280","-69,014","1,108,996","1,039,982","1,035,260",9.84
2021Q1,4755,三福化,"969,790","111,439","16,353","127,792","100,785",1.00
2021Q1,4763,材料-KY,"631,300","92,319","-7,709","84,610","81,438",1.62
2021Q1,4764,雙鍵,"724,580","48,649","-8,532","40,117","24,492",0.32
2021Q1,4766,南寶,"4,292,820","377,228","29,812","407,040","315,445",2.49
2021Q1,4807,日成-KY,"396,130","9,976","16,107","26,083","15,218",0.34
2021Q1,4904,遠傳,"20,835,780","2,385,886","-169,173","2,216,713","1,839,097",0.56
2021Q1,4906,正文,"5,240,280","127,566","23,400","150,966","128,786",0.36
2021Q1,4912,聯德-KY,"1,689,780","220,253","3,288","223,541","160,759",3.01
2021Q1,4915,致伸,"17,159,390","592,207","41,858","634,065","501,324",1.13
2021Q1,4916,事欣科,"433,610","-44,145","77,553","33,408","32,750",0.40
2021Q1,4919,新唐,"10,072,480","380,677","9,555","390,232","270,596",0.70
2021Q1,4927,泰鼎-KY,"3,260,400","203,245","-20,051","183,194","155,059",0.81
2021Q1,4930,燦星網,"2,534,370","144,757","48,547","193,304","144,455",0.50
2021Q1,4934,太極,"413,800","-97,276","-5,108","-102,384","-113,356",-0.53
2021Q1,4935,茂林-KY,"2,670,530","315,253","21,222","336,475","325,482",2.49
2021Q1,4938,和碩,"216,621,630","2,216,118","1,631,381","3,847,499","5,214,929",1.75
2021Q1,4942,嘉彰,"2,005,850","237,068","42,576","279,644","214,596",1.51
2021Q1,4943,康控-KY,"675,120","-245,495","2,604","-242,891","-193,355",-1.18
2021Q1,4952,凌通,"724,950","114,664","1,950","116,614","96,790",0.89
2021Q1,4956,光鋐,"438,000","38,727",271,"38,998","38,322",0.38
2021Q1,4958,臻鼎-KY,"27,193,100","1,330,830","579,823","1,910,653","1,390,773",1.00
2021Q1,4960,誠美材,"2,746,360","8,073","254,565","262,638","249,218",0.37
2021Q1,4961,天鈺,"4,004,230","1,041,243","-10,449","1,030,794","880,262",4.78
2021Q1,4967,十銓,"1,913,350","189,908","14,668","204,576","166,227",2.16
2021Q1,4968,立積,"1,741,480","300,981","4,818","305,799","256,561",4.06
2021Q1,4976,佳凌,"476,680","29,248",299,"29,547","27,918",0.24
2021Q1,4977,眾達-KY,"745,030","68,844","-19,162","49,682","41,720",0.71
2021Q1,4989,榮科,"964,020","119,306","3,187","122,493","97,994",0.64
2021Q1,4994,傳奇,"742,940","57,079","-50,337","6,742","-1,599",-0.01
2021Q1,4999,鑫禾,"737,100","75,455",101,"75,556","52,781",0.71
2021Q1,5007,三星,"1,631,600","314,487","-13,003","301,484","240,165",0.80
2021Q1,5203,訊連,"376,390","24,251","11,245","35,496","29,821",0.38
2021Q1,5215,科嘉-KY,"1,007,560","246,770","8,090","254,860","185,293",3.12
2021Q1,5225,東科-KY,"1,908,530","-126,030","-16,445","-142,475","-145,033",-2.38
2021Q1,5234,達興材料,"1,074,610","184,935","-5,905","179,030","161,899",1.58
2021Q1,5243,乙盛-KY,"2,675,830","169,690","13,649","183,339","136,455",0.81
2021Q1,5258,虹堡,"794,620","24,745","-10,390","14,355","9,705",0.10
2021Q1,5269,祥碩,"1,579,440","487,626","314,844","802,470","714,203",10.35
2021Q1,5283,禾聯碩,"1,293,700","187,708","21,921","209,629","158,514",2.17
2021Q1,5284,jpp-KY,"363,090","65,242","3,488","68,730","53,654",1.25
2021Q1,5285,界霖,"1,452,310","137,631","6,380","144,011","112,529",1.20
2021Q1,5288,豐祥-KY,"1,317,590","207,838","16,528","224,366","176,908",2.69
2021Q1,5388,中磊,"9,597,870","174,434","-2,506","171,928","140,301",0.56
2021Q1,5434,崇越,"9,532,890","505,960","110,469","616,429","454,290",2.50
2021Q1,5469,瀚宇博,"12,346,150","1,411,225","192,135","1,603,360","1,190,688",1.48
2021Q1,5471,松翰,"1,387,120","356,134",683,"356,817","269,276",1.60
2021Q1,5484,慧友,"85,440","-7,069","4,112","-2,957","-3,310",-0.05
2021Q1,5515,建國,"1,192,250","53,262","152,943","206,205","138,408",0.54
2021Q1,5519,隆大,"580,420","46,328",-196,"46,132","42,358",0.19
2021Q1,5521,工信,"529,260","37,856",716,"38,572","23,225",0.05
2021Q1,5522,遠雄,"3,973,030","1,059,361","-33,957","1,025,404","760,805",0.97
2021Q1,5525,順天,"136,820","-7,224","-17,192","-24,416","-30,813",-0.12
2021Q1,5531,鄉林,"171,930","-290,574","-140,463","-431,037","-392,584",-0.33
2021Q1,5533,皇鼎,"701,600","138,212","-3,341","134,871","112,127",0.39
2021Q1,5534,長虹,"692,080","196,981","43,078","240,059","215,042",0.74
2021Q1,5538,東明-KY,"2,466,850","296,035","-49,887","246,148","202,589",1.20
2021Q1,5607,遠雄港,"538,640","222,265","-27,013","195,252","156,236",0.53
2021Q1,5608,四維航,"798,760","74,364","-61,651","12,713","14,374",0.14
2021Q1,5706,鳳凰,"24,970","-14,857","76,035","61,178","60,608",0.87
2021Q1,5854,合庫,"14,706,510","4,657,080",--,"4,657,080","3,978,164",0.38
2021Q1,5871,中租-KY,"16,759,020","7,529,339","475,572","8,004,911","5,212,704",3.60
2021Q1,5876,上海商銀,"12,525,120","6,052,094",--,"6,052,094","4,905,445",0.83
2021Q1,5880,合庫金,"16,444,140","5,602,267",--,"5,602,267","4,777,532",0.34
2021Q1,5906,台南-KY,"457,650","54,855",373,"55,228","43,497",1.25
2021Q1,5907,大洋-KY,"1,457,860","148,507","-71,222","77,285","10,555",0.05
2021Q1,6005,群益證,"3,175,950","1,326,160","220,203","1,546,363","1,360,809",0.60
2021Q1,6024,群益期,"643,980","127,176","70,149","197,325","159,202",0.76
2021Q1,6108,競國,"2,209,290","107,136","-48,814","58,322","33,072",0.21
2021Q1,6112,聚碩,"2,993,340","115,881","143,091","258,972","227,378",1.18
2021Q1,6115,鎰勝,"1,659,990","159,875","27,425","187,300","140,418",0.75
2021Q1,6116,彩晶,"7,887,640","3,195,688","270,623","3,466,311","3,036,244",1.00
2021Q1,6117,迎廣,"540,660","-27,061","-3,453","-30,514","-31,694",-0.32
2021Q1,6120,達運,"4,636,080","-434,649","42,414","-392,235","-347,014",-0.52
2021Q1,6128,上福,"1,158,500","90,870","-12,929","77,941","56,404",0.44
2021Q1,6131,鈞泰,"14,000","-13,554",728,"-12,826","-12,826",-0.38
2021Q1,6133,金橋,"204,610","-31,850","16,034","-15,816","-16,068",-0.14
2021Q1,6136,富爾特,"153,360","-7,972",432,"-7,540","-8,009",-0.07
2021Q1,6139,亞翔,"4,188,830","-21,801","24,742","2,941","1,529",0.16
2021Q1,6141,柏承,"909,630","101,207","3,874","105,081","85,869",0.62
2021Q1,6142,友勁,"701,710","-149,479","25,447","-124,032","-124,032",-0.45
2021Q1,6152,百一,"677,790","-46,193","18,652","-27,541","-27,541",-0.17
2021Q1,6153,嘉聯益,"3,961,780","-56,416",24,"-56,392","-51,241",-0.09
2021Q1,6155,鈞寶,"178,780","25,243",-742,"24,501","19,065",0.22
2021Q1,6164,華興,"223,800","-11,185","8,389","-2,796","-3,653",-0.04
2021Q1,6165,捷泰,"572,370","19,919","-2,889","17,030","11,340",0.30
2021Q1,6166,凌華,"2,097,420","44,298","-29,649","14,649","2,169",0.01
2021Q1,6168,宏齊,"681,520","93,019","31,660","124,679","104,375",0.51
2021Q1,6172,互億,"119,390","6,130",-371,"5,759","4,988",0.17
2021Q1,6176,瑞儀,"14,067,590","1,733,624","456,432","2,190,056","1,666,325",3.58
2021Q1,6177,達麗,"16,310","-43,690","4,095","-39,595","-39,595",-0.10
2021Q1,6183,關貿,"538,290","153,674",963,"154,637","123,611",0.82
2021Q1,6184,大豐電,"494,010","145,025","-6,930","138,095","110,147",0.74
2021Q1,6189,豐藝,"7,844,520","315,484","-25,170","290,314","235,315",1.23
2021Q1,6191,精成科,"6,490,540","824,529","94,189","918,718","694,297",1.33
2021Q1,6192,巨路,"1,465,630","220,852",-634,"220,218","173,421",1.62
2021Q1,6196,帆宣,"6,568,580","301,639","-27,044","274,595","198,152",1.11
2021Q1,6197,佳必琪,"835,010","52,928","24,350","77,278","62,354",0.48
2021Q1,6201,亞弘電,"1,031,480","97,512","1,780","99,292","79,430",0.89
2021Q1,6202,盛群,"1,464,700","320,786","123,597","444,383","351,467",1.54
2021Q1,6205,詮欣,"335,850","29,028","1,820","30,848","21,431",0.30
2021Q1,6206,飛捷,"914,990","106,038","3,161","109,199","87,437",0.60
2021Q1,6209,今國光,"819,810","-56,288","8,448","-47,840","-40,691",-0.25
2021Q1,6213,聯茂,"7,396,540","866,967","-23,990","842,977","642,541",1.93
2021Q1,6214,精誠,"7,350,790","307,774","249,473","557,247","504,544",2.03
2021Q1,6215,和椿,"424,160","37,796","112,810","150,606","112,353",1.36
2021Q1,6216,居易,"215,710","35,653","2,964","38,617","34,341",0.40
2021Q1,6224,聚鼎,"549,280","147,349","16,348","163,697","124,695",1.70
2021Q1,6225,天瀚,"3,770","-1,620",16,"-1,604","-1,604",-0.01
2021Q1,6226,光鼎,"207,150",987,960,"1,947",-697,0.02
2021Q1,6230,超眾,"2,473,980","218,333","24,422","242,755","166,068",1.92
2021Q1,6235,華孚,"637,650","25,772","8,853","34,625","27,071",0.16
2021Q1,6239,力成,"18,429,230","2,817,334","-19,585","2,797,749","2,275,295",2.21
2021Q1,6243,迅杰,"186,410","4,297","8,990","13,287","13,287",0.18
2021Q1,6251,定穎,"3,561,910","36,302","-2,657","33,645","17,273",0.06
2021Q1,6257,矽格,"3,504,380","683,169","69,502","752,671","596,614",1.27
2021Q1,6269,台郡,"7,130,450","488,539","125,123","613,662","516,821",1.45
2021Q1,6271,同欣電,"3,141,260","558,319","26,817","585,136","479,123",2.68
2021Q1,6277,宏正,"1,231,420","198,821","29,264","228,085","172,628",1.43
2021Q1,6278,台表科,"11,511,760","496,880","37,599","534,479","397,530",1.37
2021Q1,6281,全國電,"4,509,150","170,921",314,"171,235","136,988",1.38
2021Q1,6282,康舒,"4,858,220","82,145","64,270","146,415","101,159",0.16
2021Q1,6283,淳安,"678,030","-47,779","12,503","-35,276","-35,284",-0.18
2021Q1,6285,啟碁,"15,343,590","268,827","23,196","292,023","274,031",0.70
2021Q1,6288,聯嘉,"983,540","49,126","-1,614","47,512","34,556",0.20
2021Q1,6289,華上,"21,170","-24,505","28,557","4,052","4,052",0.04
2021Q1,6405,悅城,"97,940","-19,374","76,841","57,467","57,824",0.88
2021Q1,6409,旭隼,"3,462,580","524,856","4,907","529,763","422,901",4.87
2021Q1,6412,群電,"9,982,140","773,184","-21,607","751,577","580,629",1.49
2021Q1,6414,樺漢,"20,191,240","599,110","121,784","720,894","543,996",2.06
2021Q1,6415,矽力-KY,"4,179,930","1,002,769","44,274","1,047,043","974,703",10.69
2021Q1,6416,瑞祺電通,"1,241,080","108,094","-3,337","104,757","76,824",1.00
2021Q1,6431,光麗-KY,"22,130","-12,569","10,354","-2,215","-2,273",-0.05
2021Q1,6442,光聖,"689,820","20,848",-229,"20,619","14,175",0.21
2021Q1,6443,元晶,"1,136,830","-9,446","16,256","6,810","1,950",0.00
2021Q1,6449,鈺邦,"654,690","88,988","4,547","93,535","70,109",0.82
2021Q1,6451,訊芯-KY,"1,072,850","197,738","33,520","231,258","228,131",2.16
2021Q1,6456,GIS-KY,"25,206,810","90,629","198,906","289,535","226,858",0.67
2021Q1,6464,台數科,"1,099,460","379,485","-43,559","335,926","272,608",2.18
2021Q1,6477,安集,"192,820","18,897","-5,425","13,472","10,417",0.09
2021Q1,6491,晶碩,"1,145,800","265,274","-5,572","259,702","224,594",3.21
2021Q1,6504,南六,"1,812,090","136,253","14,752","151,005","113,403",1.56
2021Q1,6505,台塑化,"130,299,670","21,112,670","1,234,531","22,347,201","17,892,235",1.88
2021Q1,6525,捷敏-KY,"1,061,180","249,599","-11,118","238,481","196,908",1.53
2021Q1,6531,愛普,"1,227,210","393,474","26,970","420,444","350,372",4.73
2021Q1,6533,晶心科,"151,130","13,257","16,050","29,307","27,665",0.65
2021Q1,6541,泰福-KY,--,"-413,658","-1,478","-415,136","-415,158",-1.33
2021Q1,6552,易華電,"711,780","35,406","7,946","43,352","35,758",0.43
2021Q1,6558,興能高,"484,560","32,380",-400,"31,980","24,884",0.29
2021Q1,6573,虹揚-KY,"525,240","-42,875","-4,424","-47,299","-49,174",-0.54
2021Q1,6579,研揚,"1,266,560","51,454",-527,"50,927","43,384",0.34
2021Q1,6581,鋼聯,"305,570","86,587",629,"87,216","65,554",0.59
